Folder Name,Smiles,Fitness,ATSC5v,AATSC5Z,MATS8se,Reagent1_(ul),Reagent2_(ul),Reagent3_(ul),Reagent4_(ul),lab_code,crystal_size,crystal_size_Std
Result3909844,CCOc1c(F)c(O)nc(O)c1SC,2.4944,-885.6997532389221,-5.470833333333333,0.46569740602214266,174.0926,136.3635,32.5615,14.9843,0.05390390753746033,2.4944,0.1003
Result3909844,CCOc1c(C)c(OC)nc(I)c1[NH+]1CCCCC1,2.3433,-975.2543948323014,-5.168608787953014,0.03869559535399943,167.0573,136.6706,41.6788,2.1310,0.05250215530395508,2.3433,0.0988
Result3909839,Cc1nc([N+](=O)[O-])c(C2CCCCC2)c(C)c1[O-],2.3219,-781.1615690790638,-1.0653763440860213,-0.08724185068362435,168.3952,109.8474,43.3740,92.1944,0.07232274115085602,2.3219,0.0919
Result3909844,CCC(C)(Oc1ccncc1)C(C)[O-],2.1725,196.57786043803807,0.5357142857142857,-0.10581655909447864,176.9561,82.5154,37.8947,62.6542,0.051518071442842484,2.1725,0.1116
Result3909840,[O-]C1CC([NH2+]C2CCC2)C1,2.0983,-319.2135546397929,-0.9227428571428572,-0.8942360396927528,161.6390,99.2109,168.8072,117.6510,0.18550008535385132,2.0983,0.0529
Result3909843,COc1nc(C)c(O)c(Sc2cnccc2Cl)c1O,2.0762,-411.6104897737548,-3.59888888888889,-0.17133844897720402,173.8330,80.3055,58.4783,4.0735,0.09078679233789444,2.0762,0.1083
Result3909839,Cc1cc(C2CCCC[NH2+]2)ncc1O,2.0489,113.37885734371932,0.10418634435283772,-0.11407335948512,155.1151,116.0550,106.4019,9.1126,0.04796086251735687,2.0489,0.0877
Result3909843,CC1=C2C([O-])=CC=CN2C2(CCC2)N1,1.9915,-1543.2184824040194,-3.529020216330478,0.37893220453987847,175.3668,88.6597,48.2337,39.2879,0.06501457840204239,1.9915,0.0629
Result3909846,Cc1nc(CC2CC[NH2+]C2)c2ncccc2c1C,1.959,-409.30562434898775,-0.6460153419987213,-0.044062651462973494,138.2729,109.7105,22.6091,1.7095,0.9725419282913208,1.959,0.0607
Result3909846,Fc1nc2ccncc2c2cnccc12,1.8963,-66.91776415651901,-1.1830550401978972,0.3522601118946542,176.6145,109.9561,53.8840,147.3168,0.9589429497718811,1.8963,0.0468
