Folder Name,Smiles,Fitness,ATSC5v,AATSC5Z,MATS8se,Reagent1_(ul),Reagent2_(ul),Reagent3_(ul),Reagent4_(ul),lab_code,crystal_size,crystal_size_Std
Result3924446,Cc1ccc2ncc(C)cc2c1,1.6473,-542.9622272102888,-1.610242309675202,0.5816105873194309,50.8351,126.4802,137.7663,157.1090,0.9805057644844055,1.6473,0.0406
Result3924439,CC1CCCC2(CCCCC2C)C1C,1.5211,-660.7489584441192,-0.42169540229885055,0.5384615384615402,129.1122,97.6485,28.5044,148.8591,0.5713933706283569,1.5211,0.0426
Result3924445,CC1COC(C)(O)C1(C)Sc1nnnn1C1CC1,1.5161,791.069385866138,0.65,-0.05720642349838095,122.1932,70.8082,88.8630,133.6080,0.15948577225208282,1.5161,0.0315
Result3924443,Cc1cc(C)c2c(-c3ccncc3)c(C)oc2n1,1.4226,-1204.2050427029594,-3.3619270833333332,0.045208477361694914,41.1873,71.3402,129.8048,37.2703,0.023394949734210968,1.4226,0.0401
Result3924449,Cc1c2ccccc2nc2cnccc12,1.4052,-614.7961793171436,-1.59737358490566,-0.009071952576629277,105.1070,88.5440,165.4971,128.4216,0.21212588250637054,1.4052,0.0315
Result3924448,CCc1cc(C)nc2cc(C[NH+]3CCCCC3)oc12,1.3848,-555.4799397550893,-0.9865874184725432,-0.1574799850407251,62.5212,127.5517,106.3127,120.5793,0.040255580097436905,1.3848,0.0382
Result3924454,Cc1cccc2c(C3CCCC3)ccnc12,1.3661,-1251.2709808882744,-1.8417945690672963,0.12500858575451465,163.2504,76.9759,122.0620,79.1003,0.6126914024353027,1.3661,0.0244
Result3924452,Cc1cncc(C2CCCC2)c1,1.2636,-695.9596584159846,-1.9215124947814162,0.4561427311579876,47.1499,88.4037,97.9935,137.7755,0.19622640311717987,1.2636,0.0356
Result3924442,Cc1cncc(-c2cccnc2)c1,1.2478,-209.38690855019857,-0.9361725786723007,0.1569172457359414,92.8306,91.3069,113.6965,147.6814,0.020831461995840073,1.2478,0.0485
Result3924441,Cc1ccnc(-c2ccccc2)c1,1.238,43.4852187622532,-0.6348684210526315,0.2499022613634027,138.1331,65.4302,76.7544,33.3231,0.07311529666185379,1.238,0.0203
