Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS3Z,base_GATS3m,base_GATS2pe,base_GATS1se,solvent_NsCH3,solvent_GATS4se,solvent_VSA_EState9,solvent_SdssC,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3950282,CC(C)c1ccc(P(c2ccccc2)c2c[nH]nc2-c2ccc(N(C)C)cc2)cc1,29.301,91.8503,0.0673,O=C([O-])C.[Cs+],CC1=CC=C(C)C=C1,"29.3008, 0.2727",0.07445192098979814,0.056742661225519415,0.15437109729761034,0.1265444360281399,2,1.0624999999999998,0.0,0.0,29.3008,0.2727,5.693927994848461,3.2796173657100804,0.10177471864196727,5.725967307692309,188.00543505643938,20.8135294195672,-0.7092999157824995,7.299565500000001,0.11635015960612448,0.8959758918098829,0.05930091262752516,0.05332991803278692,0.030945303210463748,0.8854518869464524,0.4654518298914498,-0.0796334434478395,0.3188180661901352,3.34375,5.888223300970872,0.11484140254668604,-0.056867715728071186,0.9081114936322708,-0.7092999157824995,7.396834679611649,-0.7092999157824995,6.212673770491804,0.8789805801343626,7.766333667235803,46.02027274995962,5.823506250000001,18.99525369620486,-0.4452761667968647,0.03445105076940425,0.35308644602358036,0.3739178761895954,0.0,0.023883322223830047,16.03125,-0.1911328972117168,2.2532670484230173
Result3950289,CN(C)CP(c1cccc(-c2ccc(O)c3ccccc23)c1-c1ccccc1)c1cccc2ccccc12,29.267,110.5499,0.0800,O=C([O-])C.[Cs+],CCCCOC(C)=O,"29.2671, 0.1433",0.07445192098979814,0.056742661225519415,0.15437109729761034,0.1265444360281399,2,1.0555555555555556,0.0,-0.18199074074074065,29.2671,0.1433,5.749511833283905,4.124183006535947,0.11086184051520671,5.758046218487394,234.10315159156906,10.609079792477814,-0.7139859723038728,7.291223478991596,0.09255670560337892,0.9511298156711917,-0.11668726878671527,-0.15850513564891905,-0.09351254542609237,0.9695338463315496,0.6817465732661524,-0.016924025057725077,0.23623197048543096,4.265773310999442,5.912398347107438,0.09265176403274528,-0.05191376179164615,0.9478825912228181,-0.7139859723038728,7.3989195867768585,-0.7139859723038728,6.207253424657535,0.912709881911839,10.861420310954033,-56.310938100730496,5.960520100502512,20.381188775808866,-0.3764558110080337,0.03627528111462676,0.33578342917336934,0.3970660749076459,24.26546827384644,0.021474211095880675,20.045226130653266,-0.12122799645376842,3.552788116167943
Result3950278,CN(C)c1cc(N(C)C)c2cc3ccc(-c4ccccc4C(C)(N)P(c4ccccc4)c4ccccc4)cc3cc2c1,29.167,107.9733,0.0741,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"29.1669, 0.1245",0.476153268219384,0.5051641116163132,0.1556534312908589,0.1428941881283608,3,1.4760842589662049,3.4490740740740735,0.09259259259259278,29.1669,0.1245,0.0,3.4444444444444446,0.0936566644465563,5.709563758389262,201.23574097437591,26.142566731340956,-0.8866045344719837,7.27427198657718,0.10054724923122318,1.0696734698880173,-0.10664236600904127,-0.1650401214487096,-0.107688679245283,1.1449053258142126,0.6357826694222845,-0.06855522656051471,0.3260683101111726,3.139622641509434,5.904598611111112,0.09972155632611251,-0.0496822281423484,1.0506502267144797,-0.8866045344719837,7.40092773611111,-0.8866045344719837,6.199364705882352,1.0053204190689051,11.378192800328021,-98.7532021604938,5.8872264150943385,37.99050739240972,-0.44790556837723194,0.029422176624282585,0.3347522705223628,0.39209474239983466,0.0,0.028452214001796004,16.49811320754717,-0.13809693936057904,2.9672884411869704
Result3950277,CC(C)c1cc(C(C)C)c(P(c2ccccc2-c2cccnc2)C2CCCCC2)c(C(C)C)c1,29.166,107.1817,0.1193,O=C([O-])C(C)(C)C.[Cs+],CCCC#N,"29.1662, 0.0073",0.06442562223749324,0.05199823768686698,0.15285281509040824,0.1243972321309733,1,1.3691437802907915,0.0,0.0,29.1662,0.0073,0.0,2.340155945419103,0.10398670539087049,5.674016233766235,206.2927070319714,10.609079792477814,-0.47937452758881305,7.2206194090909115,0.1124149188456681,1.055945592804129,-0.24933277674696097,-0.3653846153846157,-0.2064777327935224,1.0045615634083862,0.34237623488261243,0.05696314959406057,0.4254475305791617,2.41340530814215,5.649034482758621,0.11088954147696611,-0.23144026958345498,1.1363007346589136,-0.47937452758881305,7.208578510344826,-0.47937452758881305,6.0247784810126594,1.0489694283420474,5.610101089427641,-79.17803768680963,5.741496356275306,0.0,-0.37618409770358124,0.03364859690000711,0.39879261023002077,0.35506920994875807,12.393687143226153,0.02583222674304045,16.68016194331984,-0.048698145698115015,2.9060995630053412
Result3950286,c1ccc(P(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,29.162,113.9367,0.1312,O=C([O-])C.[K+],CC(N(C)C)=O,"29.1618, 0.1447",0.6819085487077534,0.6971767885426821,0.1574807960088896,0.1453627869996672,3,1.4760842589662049,3.4490740740740735,0.09259259259259278,29.1618,0.1447,0.0,2.586206896551724,0.13524954147716953,5.574432432432433,218.5631006053365,21.21815958495563,-0.40867766859830357,7.151974,0.13658911479074973,1.1833053360240817,-0.022522511102461555,-0.02473661344629089,-0.011497734529804514,1.192050710981669,0.23570226039551584,-0.02868492479413743,0.0019508999726497974,3.1919191919191916,5.665614285714286,0.13697471327365393,-0.1128977516275747,1.0305735177461683,-0.8173553371966067,7.2058272500000005,-0.4086776685983031,6.018980769230769,1.0632930218142123,7.445677803958862,62.91888667787599,5.6669090909090905,5.902998432009833,-0.3205646152207717,0.06376385365201001,0.4074460859730871,0.33780388806045863,0.0,0.012681382385227124,20.09090909090909,-0.051531965099392514,4.445756780212874
Result3950275,CC(C)c1cc(-c2ccccc2P(C)c2ccccc2)c(CP(c2ccccc2)C2CCCCC2)c(C(C)C)c1,29.158,103.8727,0.1432,O=C([O-])C.[Cs+],CC(N(C)C)=O,"29.1582, 0.0011",0.07445192098979814,0.056742661225519415,0.15437109729761034,0.1265444360281399,3,1.4760842589662049,3.4490740740740735,0.09259259259259278,29.1582,0.0011,0.0,2.145969498910675,0.1383703061111941,5.554646728971964,190.9712960354369,15.913619688716722,-0.4485231582316518,7.141887479750779,0.13684761829942124,1.2385402093611177,-0.0577901165104094,-0.07716421509524969,-0.042358939059858526,1.2442642178738987,0.4085104950924315,0.019101273128317792,0.35250139966212,2.2999222999223,5.59988888888889,0.13583410336296603,-0.11589945830477767,1.1438190822726793,-0.7347554522353097,7.167705765432099,-0.2862322940036579,5.985133333333328,1.1626599683158763,7.241031863934399,-10.094532246326033,5.655036713286714,6.664825604232536,-0.3489641477090719,0.05348858074983761,0.4247182105369454,0.3508465141143357,0.0,0.022716320414938724,15.608391608391608,-0.030982782540231187,4.156879662647652
Result3950284,CC(C)c1cc(-c2ccccc2)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,29.157,104.9549,0.1006,O=C([O-])C(C)(C)C.[Cs+],CCCC#N,"29.1567, 0.0112",0.06442562223749324,0.05199823768686698,0.15285281509040824,0.1243972321309733,1,1.3691437802907915,0.0,0.0,29.1567,0.0112,0.0,2.298584298584298,0.1162110240727025,5.594475073313784,198.86578027803515,5.304539896238907,-0.16956823367206963,7.166820322580645,0.11399881077253027,1.1898128861077166,-0.15821849715386668,-0.20216251357986678,-0.10804348621168902,1.1930146824739905,0.4013017999814914,0.05394187135476532,0.39436552483003035,2.3520509757068897,5.619357575757576,0.1127565986326802,-0.1527350449826246,1.1314267123015618,-0.16956823367206963,7.180172799999999,-0.16956823367206963,5.994528409090907,1.1488013048099779,5.463746873082986,-55.67340639959688,5.7210770609319,0.0,-0.34957203598915876,0.037120585954129565,0.4056705524299591,0.3524102251370246,0.0,0.021689180181483917,15.555555555555555,-0.03156081909308336,3.899231303106838
Result3950276,CC=c1sc(P(C)C2=CC=CCC2)nc1=Cc1ccccc1,28.879,90.8804,0.1097,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"28.8792, 1.5693",0.6819085487077534,0.6971767885426821,0.1574807960088896,0.1453627869996672,2,1.0624999999999998,0.0,0.0,28.8792,1.5693,4.748712101394678,2.4782608695652173,0.11555990567086186,5.662658823529413,192.04100717254926,14.630184257760185,-0.2922796347619976,7.2997516,0.11263507217472346,0.9531923860230738,-0.08910159846648258,-0.13757088846880908,-0.07174898945085281,0.865601204687165,0.4527299536323208,-0.03691367672031948,0.27623872612639927,2.5229468599033815,5.719694594594595,0.11501373118567372,-0.1513775392786651,1.1601118307249736,-0.2922796347619976,7.295823067567564,-0.2922796347619976,6.0945,0.9065622322364826,4.299336921319697,-21.441700960219464,5.8387391304347815,6.664825604232536,-0.3698815701578343,0.05107388697020201,0.4240184499044557,0.4006787308224532,17.403152946396347,0.018046605313383143,18.902173913043477,-0.00214160476348934,3.3353739030707783
Result3950281,c1ccc(P(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,28.85,105.3412,0.1436,O=C([O-])C.[K+],CCCC#N,"28.8497, 1.4400",0.6819085487077534,0.6971767885426821,0.1574807960088896,0.1453627869996672,1,1.3691437802907915,0.0,0.0,28.8497,1.44,0.0,2.586206896551724,0.13524954147716953,5.574432432432433,218.5631006053365,21.21815958495563,-0.40867766859830357,7.151974,0.13658911479074973,1.1833053360240817,-0.022522511102461555,-0.02473661344629089,-0.011497734529804514,1.192050710981669,0.23570226039551584,-0.02868492479413743,0.0019508999726497974,3.1919191919191916,5.665614285714286,0.13697471327365393,-0.1128977516275747,1.0305735177461683,-0.8173553371966067,7.2058272500000005,-0.4086776685983031,6.018980769230769,1.0632930218142123,7.445677803958862,62.91888667787599,5.6669090909090905,5.902998432009833,-0.3205646152207717,0.06376385365201001,0.4074460859730871,0.33780388806045863,0.0,0.012681382385227124,20.09090909090909,-0.051531965099392514,4.445756780212874
Result3950294,CC(C)P(c1ccccc1CN(C)c1ccc(N(C)C)c2ccccc12)C(C)C,28.815,103.0625,0.1085,O=C([O-])C.[K+],CC(N(C)C)=O,"28.8150, 0.1493",0.6819085487077534,0.6971767885426821,0.1574807960088896,0.1453627869996672,3,1.4760842589662049,3.4490740740740735,0.09259259259259278,28.815,0.1493,0.0,2.081716637272193,0.06601606774472893,5.431309236947791,165.99899778905643,15.104359357939863,-0.1757528964719921,7.091535325301204,0.1253398701097446,1.0875448227194773,-0.04902222646005247,-0.12000853177323767,-0.07122576678240741,1.11893319523794,0.34598058243808244,-0.14100752830033061,0.44410555226779563,1.573045267489712,5.7637863247863255,0.12287129084152114,0.34015199934726736,1.286893302917339,-0.1757528964719921,7.3205905982905985,-0.1757528964719921,6.101068181818182,1.0486792181923188,6.077538555421364,-101.71412037037038,5.745944907407408,30.942835409732528,-0.44597871621362795,0.022014197774177346,0.3888204673549537,0.37669137456652513,0.0,0.02981983980464866,12.532407407407407,-0.16457454049579479,0.5504949094746908
