Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS3Z,base_GATS2pe,base_GATS3m,base_GATS1se,solvent_GATS4se,solvent_SdssC,solvent_VSA_EState9,solvent_NsCH3,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3947855,OCc1ccccc1NP(c1ccccc1)c1cscn1,37.114,103.6098,0.0958,O=C([O-])C.[K+],CC(N(C)C)=O,"37.1141, 1.2863",0.6819085487077534,0.1574807960088896,0.6971767885426821,0.1453627869996672,1.4760842589662049,0.09259259259259278,3.4490740740740735,3,37.1141,1.2863,0.0,3.992877492877493,0.09252524945261256,5.879341463414634,208.38732581049376,15.826851358706435,-0.7738528806584364,7.4571255121951205,0.08919263013764447,1.0864386465732203,-0.027830911004681536,-0.026657812351769276,-0.01306150528038078,1.0693414259641492,0.28381478282798467,-0.11464806768604946,-0.01909137933925776,3.7844712182061575,6.044200000000001,0.0925606364243342,-0.09101128222966635,1.0111248216012803,-0.7738528806584364,7.579861300000001,-0.7738528806584364,6.348252631578948,1.0202607641016257,5.711299328346479,8.980185947264133,6.0257000000000005,5.0872950630771525,-0.3505554157877307,0.04244155395220211,0.3849987214146763,0.36453212901279164,47.975108752848655,0.013851055571989512,21.457831325301203,-0.1037203961171736,4.4089142897179014
Result3947859,C=C([NH3+])NN=CC=C(c1cc(C(C)O)no1)P(c1ccccc1)c1ccccc1,36.517,114.5322,0.1137,O=C([O-])C(C)(C)C.[K+],CCCCOC(C)=O,"36.5168, 1.9634",0.476153268219384,0.1556534312908589,0.5051641116163132,0.1428941881283608,1.0555555555555556,-0.18199074074074065,0.0,2,36.5168,1.9634,5.693927994848461,4.253034547152194,0.19219824372696073,6.069499275362319,226.20904684597815,21.768538666750384,-0.9398268875451417,7.5825338405797105,0.07217457886676885,0.9117845524225714,-0.1201777912060804,-0.10884323157847423,-0.058432037458290884,0.9003343670000645,0.3806138362500197,0.17394460400640932,0.23931284232350736,5.1685499058380415,6.083101136363638,0.07323014013511821,-0.1715592116525247,1.0280133077997662,-0.9398268875451417,7.576537727272725,-0.9398268875451417,6.472085454545455,0.8997761120944266,7.674862682376559,-7.5728852146319845,6.2262305084745755,0.0,-0.46014600699941327,0.06497287409610696,0.3420346974952414,0.769875353710185,42.47422251760354,0.021160790148596398,20.923728813559322,0.5310917712827179,4.789652546060266
Result3947860,CP(c1[c-]cc(P(c2ccccc2)C2CCCCC2)cc1)c1ccccc1,36.421,106.0550,0.0834,O=C([O-])C(C)(C)C.[K+],CCCC#N,"36.4207, 1.0388",0.476153268219384,0.1556534312908589,0.5051641116163132,0.1428941881283608,1.3691437802907915,0.0,0.0,1,36.4207,1.0388,0.0,2.3139083139083136,0.14886917243184944,5.488834355828221,188.87158530826426,21.21815958495563,-0.31953179385608843,7.104854723926379,0.1495061561358408,1.2612964223271856,-0.08721362275159017,-0.07177820739582906,-0.0356675660207669,1.2693672383205201,0.2730017401615745,0.01663060782938626,0.1680901770679631,2.4656201455318456,5.59848,0.14952251461568494,-0.005717956487395321,1.0842750092665314,-0.5985386572324405,7.167469479999998,-0.27900686337635205,5.983105263157896,1.1500972888211083,5.424509753903687,-14.792341953293029,5.6890933774834425,6.664825604232536,-0.45826303332887525,0.06869467701925704,0.4372849079776555,0.3176119005539724,0.0,0.01598939710659897,15.105960264900663,0.08347524898871442,4.838792662550858
Result3947857,C1=C[N-]CC(P(c2ccccc2)c2ccccc2)=C1,36.358,104.2247,0.1206,O=C([O-])C.[K+],CCCC#N,"36.3576, 2.7617",0.6819085487077534,0.1574807960088896,0.6971767885426821,0.1453627869996672,1.3691437802907915,0.0,0.0,1,36.3576,2.7617,0.0,3.635135135135135,0.11438302797527429,5.693148936170212,224.03338696089673,10.609079792477814,-0.45293209876543217,7.259421617021276,0.12384965182631594,0.9050742593755419,-0.14913836623840185,-0.2842547928262213,-0.12909495348941713,0.8740757221178461,0.17677669529663687,-0.08444409571493594,-0.007756732009223709,4.0519480519480515,5.83796551724138,0.12346154582432221,-0.021002291654705307,0.9791316589489348,-0.45293209876543217,7.344473517241379,-0.45293209876543217,6.123541666666666,0.8637302104153696,5.086010108988513,-4.679396813191511,5.93177922077922,6.544756405912575,-0.7220378982548181,0.04634625682146412,0.36510004626861003,0.32640962560271625,12.27597499665433,0.011722306294206161,17.961038961038962,-0.0886166977277493,2.961161381893413
Result3947864,CP(C)C1(C)CCCC(c2cccc(C(C)(C)C)c2-c2cccc(P)c2)C1,33.915,106.9315,0.0924,O=C([O-])C(C)(C)C.[Cs+],CC(N(C)C)=O,"33.9151, 0.1924",0.06442562223749324,0.15285281509040824,0.05199823768686698,0.1243972321309733,1.4760842589662049,0.09259259259259278,3.4490740740740735,3,33.9151,0.1924,0.0,1.4897660818713452,0.021045862967114054,5.477036036036038,156.42480351723378,5.304539896238907,0.07972481319345337,7.098156549549545,0.023720502604964805,1.2638208812401353,-0.11030787451114062,-0.0679571379191151,-0.045030806935568865,1.26832381592207,0.3995360837516658,-0.1911108801931311,0.5321554483932402,1.4136604136604136,5.554266666666667,0.025050479764234,-0.06057795916735287,1.035832295361331,0.07972481319345337,7.139814416666667,0.07972481319345337,5.92733076923077,1.2054783406989897,3.244759905795222,-35.45450388660265,5.530333333333334,13.329651208465071,-0.3448526803498901,0.009173773147464315,0.45164793129811803,0.33858528301341306,0.0,0.039125409162363185,11.943722943722944,0.019733902270264985,2.4227926958646986
Result3947856,O=[PH](CP(c1ccccc1)c1ccccc1)c1ccccc1,33.908,108.3464,0.0738,O=C([O-])C(C)(C)C.[Cs+],CC(N(C)C)=O,"33.9083, 1.1037",0.06442562223749324,0.15285281509040824,0.05199823768686698,0.1243972321309733,1.4760842589662049,0.09259259259259278,3.4490740740740735,3,33.9083,1.1037,7.801001635909965,2.710144927536232,0.01321409296201281,5.70864705882353,198.48163763577276,15.913619688716722,-0.5811392458217852,7.323245117647057,0.11169006609736093,0.9226870677629042,0.005012424941626055,-0.029810877230473348,-0.014234693877551023,0.7492053448899733,0.17677669529663687,-0.05669904493856029,-0.04736256515295839,3.149659863945578,5.750892753623188,0.11056077345222319,-0.02784919953150979,1.050820846484472,-0.5811392458217852,7.30073711594203,-0.5811392458217852,6.016407142857143,0.860306597996657,6.06760056660893,50.22166666666666,5.771096938775509,5.902998432009833,-0.4004285369375481,0.006911950380567728,0.4352253124831201,0.37845142330737236,42.46456947923127,0.014948953157843847,19.56122448979592,-0.09257430864006086,3.301657923636099
Result3947867,OP(CC1COC(c2ccccc2)=N1)Oc1ccccc1,33.212,113.0235,0.0999,O=C([O-])C.[K+],CC(N(C)C)=O,"33.2117, 0.4311",0.6819085487077534,0.1574807960088896,0.6971767885426821,0.1453627869996672,1.4760842589662049,0.09259259259259278,3.4490740740740735,3,33.2117,0.4311,12.356393797796823,3.751902587519026,-0.11459457461410794,5.84776811594203,192.4748537265973,4.5237471617118175,-1.542907206778459,7.453362492753623,0.1861984675410145,1.0425796714792017,-0.07678642947250065,-0.12590951492537314,-0.06162116508400292,1.0428776675352283,0.32354443847745745,-0.03622663151628834,0.06790753667239773,4.326388888888889,6.3046875,0.17867471049030098,-0.10599945725351849,1.3022155525141799,-1.542907206778459,7.793943812500001,-1.542907206778459,6.45454358974359,0.9742191439380553,5.29203680145512,-37.27954982009037,6.512026562500001,12.768791991980839,-0.506208760885858,-0.04482520740981262,0.35491298930804954,0.39085754873874307,60.6636706846161,0.017264308299227617,20.21875,0.1999586808267926,0.937928505953772
Result3947866,CC(C)(c1ccccc1)c1ccc(-c2ccccc2)cc1CP(c1ccccc1)C1CCCCC1,32.03,112.3092,0.1181,O=C([O-])C(C)(C)C.[K+],CCCC#N,"32.0297, 0.9711",0.476153268219384,0.1556534312908589,0.5051641116163132,0.1428941881283608,1.3691437802907915,0.0,0.0,1,32.0297,0.9711,0.0,2.063710499490316,0.11363277016910818,5.468882812499999,177.34254179139054,5.304539896238907,-0.2637670884540375,7.091133171874999,0.11172276503686862,1.0912552722145672,0.040392096055928826,0.06753797244789826,0.036882716049382716,1.0949816401468786,0.3492246549749965,-0.04016770792996565,0.2941503550299343,2.1384259259259255,5.67908148148148,0.11062079647734042,-0.008854585077923716,1.0785896051542838,-0.2637670884540375,7.214504844444443,-0.2637670884540375,6.031756578947369,1.0441345302351903,7.493513388789506,8.326017375400093,5.631779166666666,0.0,-0.3398963090647796,0.03773682466007023,0.3790829490088307,0.3470216151048816,0.0,0.020515825524458676,13.879166666666666,-0.038536884454581824,3.8614905395492998
Result3947865,CC(C)c1cc(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(O)c(C(C)C)c1,31.957,106.5666,0.0934,O=C([O-])C(C)(C)C.[Cs+],CCCC#N,"31.9571, 0.2558",0.06442562223749324,0.15285281509040824,0.05199823768686698,0.1243972321309733,1.3691437802907915,0.0,0.0,1,31.9571,0.2558,5.749511833283905,1.9947990543735221,0.13946872178320138,5.6225774647887325,180.57030564384632,5.304539896238907,-0.2099414210128494,7.212776133802815,0.10582007891632429,1.1026459079026527,-0.152217111155576,-0.1813385902183629,-0.09851924119241189,1.033760219170974,0.3658567754831888,0.013276401672720858,0.3767910934033375,1.960252935862692,5.626310810810812,0.10546048457034334,-0.13058721518873537,1.1589282441899007,-0.2099414210128494,7.198192108108108,-0.2099414210128494,6.029371794871794,1.1041978855957488,3.830523991120476,-72.51734650205759,5.751616260162605,0.0,-0.33070123441711513,0.04518755165608063,0.41986902413872407,0.37363015633390784,0.0,0.024655603493323037,14.41869918699187,-0.012604519271698485,4.195530480032526
Result3947863,CC(c1ccccc1)P(Cc1c[c-]ccc1)c1ccccc1,30.575,114.3468,0.1457,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"30.5752, 0.3292",0.6819085487077534,0.1574807960088896,0.6971767885426821,0.1453627869996672,1.0624999999999998,0.0,0.0,2,30.5752,0.3292,0.0,2.0041928721174007,0.12171216348081702,5.540601626016259,185.2143033651146,5.304539896238907,-0.2895473251028804,7.133730634146341,0.12033710969881183,1.1024745199142232,-0.03455304641812096,-0.061912225705329144,-0.029341621706153724,1.1084147456566726,0.19001991384646116,-0.09730484134167212,0.1605492548640418,2.5287356321839085,5.667205479452054,0.11941431744241619,-0.016314621494840736,1.0463943832774791,-0.2895473251028804,7.207287424657534,-0.2895473251028804,6.034227272727273,1.0254100621973534,5.679177559413649,25.999132163153334,5.6415387931034475,0.0,-0.461916703439129,0.046848399555235926,0.3831442114715075,0.3192508322070776,6.06636706846161,0.014948953157843847,14.612068965517242,0.04466997436361422,3.495425098422196
