Folder Name,Smiles,Fitness,ATSC5v,AATSC5Z,MATS8se,Reagent1_(ul),Reagent2_(ul),Reagent3_(ul),Reagent4_(ul),lab_code,crystal_size,crystal_size_Std
Result3797984,OCCOc1ccc(O)cc1O,2.191,-422.1070,-1.6423,0.4045,173.8713,114.9563,26.9171,31.0683,1.0,2.191,0.036
Result3797976,CC(C)CC1CC(C)C1,2.1768,-675.3822,-1.6667,0.5000,173.0788,105.4420,23.8495,10.7879,0.0,2.1768,0.0287
Result3797975,Nc1c2[nH]cnc2nc2nc[nH]c12,2.1598,-324.8657,-1.8079,0.9788,176.0798,82.6840,33.2451,27.0445,0.0,2.1598,0.0487
Result3797982,NCCCNC(N)(N)NC(N)NC(N)NC(N)N,2.0907,-303.3112,-1.7220,0.3525,170.4668,160.0016,3.6851,3.9145,0.0,2.0907,0.0185
Result3797979,CC(=O)Cc1cccnc1,2.0856,-383.1136,-1.5657,0.3564,132.4016,134.8059,23.7401,87.0586,0.0,2.0856,0.0245
Result3797977,CC(=O)c1ccc(O)cc1C,2.0315,-717.9861,-3.3581,0.3117,139.2543,101.6287,43.3784,61.2967,0.0,2.0315,0.0181
Result3797983,Cc1cnc(C)c2c1[nH]c1cnccc12,2.0091,-635.6819,-1.5455,0.5983,112.3461,106.6167,3.4344,74.1782,0.0,2.0091,0.0189
Result3797978,CCNN=CCCCc1nnc(CC)[nH]1,2.0086,-404.6160,-1.7022,0.2033,176.9982,154.4417,65.5502,90.3992,0.0,2.0086,0.0241
Result3797981,CCCCC(=O)C(=O)NC,1.9822,-232.8011,-2.1275,0.1832,176.7930,97.6026,135.5681,18.5639,0.0,1.9822,0.0377
Result3797980,CCc1[nH]nnc1-c1nc[nH]n1,1.788,-213.5506,-2.6567,0.7988,174.3843,93.7529,189.6265,169.2526,1.0,1.788,0.0235
