Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS3Z,base_GATS2pe,base_GATS1se,base_GATS3m,solvent_NsCH3,solvent_SdssC,solvent_GATS4se,solvent_VSA_EState9,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3952999,CP(C)C(C([NH3+])c1cccc(SCN)c1)C(O)c1ccccc1,33.174,97.0836,0.0634,O=C([O-])C(C)(C)C.[Cs+],CC1=CC=C(C)C=C1,"33.1740, 3.5237",0.06442562223749324,0.15285281509040824,0.1243972321309733,0.05199823768686698,2,0.0,1.0624999999999998,0.0,33.174,3.5237,6.041840829147961,1.7547619047619047,0.2280007221799752,5.55134625,154.29375428884313,11.46733495432437,-0.35146685131528543,7.21992798125,0.0750365309159789,1.3379546386919066,-0.054781491916269784,-0.05606091728043663,-0.030026797010679514,1.2755838217152733,0.16596365263022672,-0.18680919333955198,0.2623185693491371,1.4206848357791755,5.758753488372093,0.07833724280342888,0.004085666716788485,1.1657606273950627,-0.35146685131528543,7.3632440697674415,-0.35146685131528543,6.2287099999999995,1.2876834044543175,4.02770918498892,-68.97631645250692,5.868919496855346,19.20643959819843,-0.30606444494616575,0.09431824759443494,0.4648392197728037,0.7098959352270238,36.39820241076966,0.0237087393267103,14.40251572327044,0.3655025310609648,7.430876516798218
Result3953007,CCN(C)[Si](C)(C)c1cccc([SiH3])c1P(C[SiH3])C([SiH3])[SiH3],32.8832,103.7427,0.1459,O=C([O-])C.[K+],CCCC#N,"32.8832, 1.2606",0.6819085487077534,0.1574807960088896,0.1453627869996672,0.6971767885426821,1,0.0,1.3691437802907915,0.0,32.8832,1.2606,0.0,0.7329675354366713,-0.326221505129515,4.975846948356807,198.2576031075026,15.677991187613824,0.1797275237255399,6.67781441314554,-0.1814141734782954,1.9245930674758354,-0.23439577646545076,-0.23118624020501696,-0.13474464295972882,2.073123923233291,0.14134578268188505,0.03677758684495504,0.3928509518808186,0.5030564545127653,5.209549999999999,-0.167902254776038,-0.04653399979634974,1.5754159108684995,0.1797275237255399,6.850035062500001,0.1797275237255399,5.381269230769229,1.7264536338891847,1.9075179451887667,-50.83059390751697,5.197621359223301,19.37761257004815,-0.39332712145274906,-0.6798287293491126,0.855745389552445,0.3312117292465508,5.304539896238907,0.0366461079431544,18.063106796116504,0.0032371461896245424,-25.710166025461074
Result3953140,CP(C(=[NH2+])[SiH3])C(C)(N)P(C)c1ccccc1,31.2701,115.7619,0.0654,O=C([O-])C(C)(C)C.[Cs+],CC(N(C)C)=O,"31.2701, 4.4469",0.06442562223749324,0.15285281509040824,0.1243972321309733,0.05199823768686698,3,0.09259259259259278,1.4760842589662049,3.4490740740740735,31.2701,4.4469,15.318512910511,0.8668267032464563,-0.06830990503415238,5.258731481481482,124.89512693186327,16.447490979192615,-0.38309397833207326,6.972180648148149,-0.011490060186029516,1.577428796766639,0.05408460917679637,0.03101723864696872,0.019348956760052074,1.5993910704689798,0.05892556509887896,-0.1574460828210893,0.22329092512281581,0.6232247284878865,5.40268888888889,-0.00026618642735419984,0.01775329074879233,1.2063733782008597,-0.7459129083732257,7.064061730158731,-0.3628189300411524,5.8704189189189195,1.4920884377731098,2.113952852034939,9.339050762474187,5.405240601503759,13.329651208465071,-0.3119541043552857,-0.07152578606281959,0.619967204606909,0.7047249635340848,6.06636706846161,0.03939368555191084,10.263157894736842,0.3328715773606453,-3.1274000121296317
Result3953143,CC[NH2+]C(C)C(P(C(C)(C)C)C(C)(C)C)[Si](C)(C)C,29.4123,95.5419,0.0661,O=C([O-])C.[Cs+],CCCC#N,"29.4123, 1.4321",0.07445192098979814,0.15437109729761034,0.1265444360281399,0.056742661225519415,1,0.0,1.3691437802907915,0.0,29.4123,1.4321,0.0,0.3909985935302391,0.23388489279907637,5.281262295081965,155.0166205897121,5.316788604006331,-0.014722222222221859,6.999488120218579,0.2067419580445074,2.112133865045702,-0.20952079104709362,-0.24640879247471256,-0.15301663718182962,2.1601306864083467,0.0,-0.1802414008813101,0.19310668249238452,0.23983739837398374,5.290390990990994,0.2014760620986344,0.21213572780163684,1.689829100948419,-0.014722222222221859,6.94497992792793,-0.014722222222221859,5.808877192982457,2.0169393646163676,-0.009023717544780041,-73.8061831153389,5.562040650406507,6.544756405912575,-0.27440006108292275,0.15537945132582714,0.7226834185388425,0.45729736073486066,0.0,0.06256927110957658,11.060975609756097,0.22443077030443026,9.083294773024889
Result3953144,CN(C)CP(c1ccccc1)c1ccccc1,29.3356,100.1005,0.1060,O=C([O-])C(C)(C)C.[Cs+],CCCCOC(C)=O,"29.3356, 1.0915",0.06442562223749324,0.15285281509040824,0.1243972321309733,0.05199823768686698,2,-0.18199074074074065,1.0555555555555556,0.0,29.3356,1.0915,0.0,2.153256704980843,0.10509901218205024,5.6494,190.74570093806565,10.609079792477814,-0.26440329218106995,7.227933955555556,0.14184397163120566,1.1149103408915497,-0.31132579163603025,-0.3960748155953638,-0.18882260596546316,1.1356558692225651,0.11785113019775792,-0.18420119653154846,0.13961181857469732,2.4615384615384617,5.773336666666667,0.1403407682236804,-0.049689746510995614,0.7293140612627599,-0.26440329218106995,7.333956500000001,-0.26440329218106995,6.083875,1.0524368694631885,4.383377095996826,-40.51970773494584,5.865205128205127,20.381188775808866,-0.3763297689436731,0.043074440585285124,0.40679701370072546,0.32464173793080153,0.0,0.01855038909082355,15.051282051282051,-0.11148676869844282,1.180788593410489
Result3953011,C=C(C(N)=S)P(c1cccs1)c1ccccc1N(C)C,28.6918,111.4862,0.0760,O=C([O-])C.[K+],CCCCOC(C)=O,"28.6918, 0.4961",0.6819085487077534,0.1574807960088896,0.1453627869996672,0.6971767885426821,2,-0.18199074074074065,1.0555555555555556,0.0,28.6918,0.4961,4.988502101738191,3.3113695090439275,0.11738653622359632,5.747033636363638,218.29382835461652,20.55635270249478,-0.7515432098765433,7.391675636363636,0.06009450171821311,1.2318612598474448,-0.19434415334223734,-0.3265675624166189,-0.20228582390744543,1.167017992887534,0.19245008972987526,-0.1503798728485051,0.15487879856652578,2.7216610549943883,5.864003278688524,0.06517222665838862,-0.18549889025685096,1.0341371283912655,-0.7515432098765433,7.456028606557377,-0.7515432098765433,6.225052631578948,1.121303212138885,4.6820860099782475,-19.870474077681287,5.914109090909089,18.99525369620486,-0.444692843929507,0.061860723980457506,0.4160603531770017,0.3522312013529576,20.16171103381599,0.028323452728475796,24.454545454545453,-0.03314224259103755,3.658624092395486
Result3953002,CC(O)OCC([S-])P(C)C1CCCCC1,27.7529,90.6835,0.0727,O=C([O-])C(C)(C)C.[Cs+],CC1=CC=C(C)C=C1,"27.7529, 5.7253",0.06442562223749324,0.15285281509040824,0.1243972321309733,0.05199823768686698,2,0.0,1.0624999999999998,0.0,27.7529,5.7253,0.0,0.7422222222222221,0.11919562090977295,5.536078947368421,121.61459203975083,0.0,-0.11189814814814802,7.314993131578951,0.07808233033276017,1.0032112917981368,-0.13121964022190044,-0.010730306257462775,-0.004906626528248134,0.9516898103530945,0.05892556509887896,-0.02923713956095847,0.13261698839159464,0.6374859708193041,5.76738591549296,0.081592895374551,-0.07478281312119252,0.6955066756552338,-0.11189814814814802,7.428563647887322,-0.11189814814814802,6.1363918918918925,0.997368175063902,0.05557634694424518,2.722398073749425,5.553265656565656,13.271707568745454,-0.8005800794874391,0.0564247990854639,0.5420106147339682,0.3314345049143792,0.0,0.02607684380616483,13.333333333333334,0.06403155564167433,1.3941700457160018
Result3953013,CC(C)(N)P(c1ccccc1)C(N)N,22.4902,90.0993,0.0819,O=C([O-])C.[K+],CCCCOC(C)=O,"22.4902, 1.2303",0.6819085487077534,0.1574807960088896,0.1453627869996672,0.6971767885426821,2,-0.18199074074074065,1.0555555555555556,0.0,22.4902,1.2303,0.0,1.5518518518518518,0.2848401166008815,5.27269,129.63898614202648,22.505542327725465,-0.7224794238683121,7.013837960000001,0.08287895310796074,1.541415461273378,0.12666010434271618,-0.021843511192263475,-0.013566868279569893,1.5659864541502033,0.05892556509887896,-0.1259765392731919,0.07577070560454083,0.9354838709677419,5.730509259259259,0.08558924650902514,0.013243178104597969,1.2078800089545558,-0.7224794238683121,7.314859074074074,-0.7224794238683121,6.233671875,1.4910449910831158,2.4797466168867426,-75.43918788580248,5.999279569892473,0.0,-0.30936139042285415,0.11591292683593743,0.4273044899661283,0.3181292426992703,44.179309741689295,0.040976760128902716,9.989247311827956,0.19111737458231254,7.9209152796468345
Result3953005,Cc1[nH]nc(-c2nc3c(P(C)c4cccc(O)c4Cl)ccc([N+](=O)[O-])c3o2)c1C,22.055,119.4098,0.1126,O=C([O-])C(C)(C)C.[K+],CCCCOC(C)=O,"22.0550, 1.7924",0.476153268219384,0.1556534312908589,0.1428941881283608,0.5051641116163132,2,-0.18199074074074065,1.0555555555555556,0.0,22.055,1.7924,11.266212550900168,5.967967967967968,0.16074997096528557,6.421814583333333,201.56559017215906,10.609079792477814,-1.0625628452684224,7.973039104166664,0.038235809390329306,0.6148460038423251,-0.03797282859131806,0.08297109962406017,0.06227954144620811,0.612540978225426,0.9142887196311913,-0.0958934281477064,0.36829336875104707,5.507936507936508,6.37759493670886,0.039854296070473826,-0.10406542566313387,1.0160817720585114,-1.0625628452684224,7.857691088607592,-1.0625628452684224,6.737141666666669,0.5992472523433316,7.603859925210997,20.641536351165982,6.451824107142857,6.664825604232536,-0.4944586743618646,0.057911534659239004,0.33825992130759824,0.5279771761944341,26.578667072075394,0.033365934715186917,22.0,-0.32019146387046765,3.1452813220442444
Result3953136,Cc1nc(C)c(PC(N=CC(C)O)P(C)C)o1,21.4188,99.9856,0.1180,O=C([O-])C.[K+],CCCCOC(C)=O,"21.4188, 2.0614",0.6819085487077534,0.1574807960088896,0.1453627869996672,0.6971767885426821,2,-0.18199074074074065,1.0555555555555556,0.0,21.4188,2.0614,5.501335823416354,1.5952380952380953,0.07212567970233841,5.754590909090909,180.9445804029892,5.501335823416354,-0.20582031578063287,7.4317464318181825,0.060613998323554026,0.9379820998003416,-0.02409957777089954,-0.22096866915780397,-0.12654451177481252,0.9502860215512469,0.27159151841881124,0.054188930888375564,0.48996695239078814,1.86697965571205,5.8517343749999995,0.06312862155113495,-0.1584352742486696,1.2064398577772535,-0.20582031578063287,7.4837865781250015,-0.20582031578063287,6.246621621621622,0.914956821925305,2.1892758266686263,-16.493385277169057,5.878280281690139,13.329651208465071,-0.5134158239366808,0.03935894764937921,0.521449753161996,0.37683914153732917,13.847474399381248,0.0354975856975159,21.591549295774648,0.08806137596479192,-0.6269200399225942
