Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS3Z,base_GATS1se,base_GATS3m,base_GATS2pe,solvent_VSA_EState9,solvent_GATS4se,solvent_NsCH3,solvent_SdssC,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3952619,Cc1cccc(NCc2ccccc2P(C)C)c1C,37.8991,109.8990,0.0837,O=C([O-])C(C)(C)C.[Cs+],CC(N(C)C)=O,"37.8991, 0.9669",0.06442562223749324,0.1243972321309733,0.05199823768686698,0.15285281509040824,3.4490740740740735,1.4760842589662049,3,0.09259259259259278,37.8991,0.9669,0.0,1.3447559709241952,0.13702240700387777,5.388565656565659,131.2784072395015,10.621328500245237,-0.05070439424054918,7.074067959595963,0.12508529052646694,1.2496957857123991,0.28698853554128595,0.10931248076331179,0.05930575993821555,1.2762002157286245,0.29123337345177097,-0.22609718259819683,0.4640189610939104,1.2387914230019494,5.645069444444443,0.12407155737632727,0.18489398350032052,1.245876532350438,-0.05070439424054918,7.2201400000000024,-0.05070439424054918,6.054595238095239,1.1846349184054277,4.100590672741649,6.276092273117853,5.567605263157897,18.646439812471403,-0.33662763131177614,0.05305937097896541,0.44412879762410756,0.33311245626692704,0.0,0.025999442605162116,9.736842105263158,-0.018548644121340885,2.8980671623444723
Result3952447,COc1ccc(C=Nc2ccccc2P(C(C)C)C(C)C)cc1,37.7103,119.9045,0.1272,O=C([O-])C.[Cs+],CC(N(C)C)=O,"37.7103, 0.4857",0.07445192098979814,0.1265444360281399,0.056742661225519415,0.15437109729761034,3.4490740740740735,1.4760842589662049,3,0.09259259259259278,37.7103,0.4857,5.749511833283905,2.100271002710027,0.08649752290285308,5.486467105263159,159.154198280428,10.041402850038956,-0.2165522855119213,7.152822605263157,0.12226377597109303,0.9062296787330819,0.1293449667571826,-0.033076385601911354,-0.017716048264913787,0.8892441200798186,0.2248892177291057,-0.171850215929389,0.3732756847547979,1.6175523349436394,5.763872093023256,0.12041548141075391,-0.0896785346154223,1.1803005728491165,-0.2165522855119213,7.343684232558139,-0.2165522855119213,6.12408,0.8977952538407168,4.838285016627102,-35.041001434587436,5.735126811594202,7.109797541277533,-0.5293589368065887,0.03133784594607184,0.3983743975214458,0.36798343396705485,30.480068853381756,0.02444077203999759,12.22463768115942,-0.08314828330241328,0.8028149638923279
Result3952624,CC(C)P(C(N)=O)C1(n2cccn2)C=CCN1c1ccccc1,35.8269,109.9162,0.0670,O=C([O-])C.[K+],CCCC#N,"35.8269, 0.4706",0.6819085487077534,0.1453627869996672,0.6971767885426821,0.1574807960088896,0.0,1.3691437802907915,1,0.0,35.8269,0.4706,0.0,4.363888888888889,0.11794211683396863,5.765397660818713,188.12892529584053,10.633577208012664,-1.1990662005542967,7.372075099415203,0.11236864122390056,0.8047971763449907,-0.17730264956022315,-0.27564353745761544,-0.17811470318154807,0.7694723006583978,0.5300600557668048,-0.08444933340745986,0.30412906672517537,3.008714596949891,6.076841772151899,0.11225737322821,-0.06707073317360544,1.1716098573920488,-1.1990662005542967,7.578311113924047,-1.1990662005542967,6.381078260869566,0.7874138507311987,4.99485919845003,-175.85636669727583,6.306766013071896,11.444666136763054,-0.4226006347405192,0.04227877794534703,0.36299160961160337,0.39073969759176636,35.1441147806047,0.026173575605111517,17.248366013071895,0.21302732076300657,1.815792777024083
Result3952564,CP(c1ccccc1)c1cc(N)[nH]n1,35.3303,110.3485,0.1081,O=C([O-])C(C)(C)C.[K+],CCCC#N,"35.3303, 0.6382",0.476153268219384,0.1428941881283608,0.5051641116163132,0.1556534312908589,0.0,1.3691437802907915,1,0.0,35.3303,0.6382,5.817862777835028,2.2893081761006293,0.2277316003895588,5.84053488372093,156.65014817768957,16.473223772791467,-0.3723096707818929,7.426277953488373,0.10389660493827164,1.0524113442632155,-0.08288970081863727,-0.15217391304347827,-0.08284023668639053,1.0388741396767476,0.2342920386527526,0.006745119839292142,0.24663194198193367,2.52,5.913583720930232,0.10607007778855505,0.005903662438130574,1.1444820654135033,-0.3723096707818929,7.434551627906978,-0.3723096707818929,6.3638925925925935,1.0262326073259058,3.543049804207917,0.5164730805756466,5.86502,12.39849308139472,-0.33858996622235404,0.10115184876277983,0.4104802783204737,0.3670329880399437,24.26546827384644,0.022525472467428472,13.46,0.1135170691907038,6.539734108125971
Result3952448,COc1cncc(Nc2ccn(C(C)NCC(C)P(C)C(C)O)n2)c1,35.0897,112.4396,0.1458,O=C([O-])C(C)(C)C.[K+],CCCCOC(C)=O,"35.0897, 0.5175",0.476153268219384,0.1428941881283608,0.5051641116163132,0.1556534312908589,0.0,1.0555555555555556,2,-0.18199074074074065,35.0897,0.5175,5.749511833283905,2.1486810551558753,0.07343226526968413,5.821853278688525,123.23332208904664,15.37044016181271,-0.4011893168559262,7.438341803278686,0.10587175527612325,0.9536533447815096,0.08067524079672227,0.11229601518026565,0.06196469331769733,0.9850812378087086,0.33023007923914155,0.0011176161539366992,0.3864121483276213,1.8191721132897607,6.121944680851065,0.1052728849586576,-0.009635748325061606,0.9293303141054629,-0.4011893168559262,7.665552340425532,-0.4011893168559262,6.449964814814814,0.9269991749537255,4.620566790912036,35.745592869480376,5.810698692810457,25.636168155428976,-0.5270049716113053,0.02404102197255921,0.39527093987279405,0.40025005205866804,29.935117843372105,0.027405106368328064,11.183006535947712,-0.0688027922639684,-0.7346197412915678
Result3952440,OC(Cc1ccccc1Nc1cccc(-c2ccccc2)c1)P(c1ccccc1)c1ccccc1,33.3493,94.3497,0.1222,O=C([O-])C(C)(C)C.[K+],CCCCOC(C)=O,"33.3493, 0.4736",0.476153268219384,0.1428941881283608,0.5051641116163132,0.1556534312908589,0.0,1.0555555555555556,2,-0.18199074074074065,33.3493,0.4736,0.0,3.5555555555555554,0.13611479308379976,5.7526210526315795,201.089565727389,15.925868396484145,-0.9150937737105429,7.333943852631578,0.08261748539850389,1.0147951063770642,-0.03157258377689325,-0.040583961185883255,-0.020389120333749355,1.0219591154858179,0.4016659130257426,-0.07330016417951682,0.07267209302426192,3.590439276485788,5.896623853211009,0.08332618526161352,0.010746485621508454,1.0716807588305042,-0.9150937737105429,7.385865467889902,-0.9150937737105429,6.20489552238806,0.9738580290657739,10.085182623383652,-12.412760623225067,5.968579651162789,5.316788604006331,-0.3291918417745164,0.04545062158038409,0.3401796489320534,0.3602935783513187,30.33183534230805,0.016234970831285476,17.401162790697676,-0.010151410700523816,4.3510789173602875
Result3952620,CCN(CCNCCP(c1ccccc1)c1c(C)n[nH]c1C)Cc1ccc(N)n1Cc1ccc(C)cc1,31.5643,95.8221,0.1256,O=C([O-])C(C)(C)C.[Cs+],CC1=CC=C(C)C=C1,"31.5643, 1.4056",0.06442562223749324,0.1243972321309733,0.05199823768686698,0.15285281509040824,0.0,1.0624999999999998,2,0.0,31.5643,1.4056,5.817862777835028,2.208268733850129,0.0899735639020949,5.766648571428572,157.06320150853247,21.65953587364633,-0.4461081171965986,7.346561428571426,0.1030067906598437,1.0587381350897085,-0.14108373461815393,-0.09800269067577352,-0.051884724961648046,1.0943135803252602,0.7426420505803003,0.06312093954153532,0.34120877741911004,2.171415004748338,5.937611971830987,0.10173232787821644,-0.02816249362875676,0.9931930975744673,-0.4461081171965986,7.455121422535208,-0.4461081171965986,6.273476543209877,1.0247782843611881,8.446355970729249,-1.1193415637860145,5.8131564102564095,38.07460312828041,-0.4436074198564588,0.027450634110424227,0.3688098056965986,0.35871355819562506,6.06636706846161,0.02166175044709113,13.025641025641026,-0.008348437616407722,1.7205610378562648
Result3952436,CC(C)C(c1ccccc1)P(CO)c1cccc(Nc2ccccc2)c1,30.588,104.8614,0.0727,O=C([O-])C.[Cs+],CCCC#N,"30.5880, 0.6515",0.07445192098979814,0.1265444360281399,0.056742661225519415,0.15437109729761034,0.0,1.3691437802907915,1,0.0,30.588,0.6515,0.0,2.45226917057903,0.14899233822587396,5.68383615819209,185.9478463528402,10.621328500245237,-0.7079843672722859,7.310458056497175,0.09300330394465438,1.075217918255296,-0.06025055039706531,-0.14082612872238232,-0.07228796844181459,1.0594109479131297,0.23813243627892994,-0.055493449453796174,0.17689033370587248,2.465925925925926,5.795450549450549,0.09348673882458992,0.018045923593032843,0.9973957038704597,-0.7079843672722859,7.335172329670327,-0.7079843672722859,6.166305555555556,1.0455273179805862,6.22849644393495,-47.14431295200526,5.885663333333333,11.664758973061161,-0.3213211167603905,0.05306956284470089,0.37963469796278604,0.3461121647454807,24.26546827384644,0.018705450552748807,15.473333333333333,0.0038135648689289117,4.024744305429336
Result3952435,CC(C)(C)P(N=C(Nc1cccc(OC(O)O)c1)N1[CH-]NC=C1N)c1ccccc1OC(F)(F)F,30.0103,95.3058,0.0901,O=C([O-])C(C)(C)C.[Cs+],CC1=CC=C(C)C=C1,"30.0103, 1.5030",0.06442562223749324,0.1243972321309733,0.05199823768686698,0.15285281509040824,0.0,1.0624999999999998,2,0.0,30.0103,1.503,11.49902366656781,5.035612535612535,0.04592339478839829,6.572069148936167,210.73373770981263,31.14551048901385,-1.6459051544143037,8.039722914893616,0.048655140865756515,0.7979075070084356,-0.057282713458018115,-0.09923309601618427,-0.07168464447500761,0.8384372378118056,0.3891556443380205,-0.18222117172437446,0.20770770229714083,5.075526506899056,6.918187499999998,0.048595618908305306,-0.23341106999170258,0.8056670299135935,-1.6459051544143037,8.28601073076923,-1.6459051544143037,6.806374603174603,0.7717995071958708,8.028237868518787,-183.6693673876331,6.6644660130718965,5.316788604006331,-0.5330545913950776,0.0147947965269272,0.3116818929897095,0.6307023441187214,20.771211599071872,0.03831075826642429,25.052287581699346,1.4377816881260324,1.815323493767217
Result3952437,CN1CCNC1CC(NCC(N)P(C)C)c1ccccc1,29.2131,92.9290,0.1095,O=C([O-])C(C)(C)C.[Cs+],CC1=CC=C(C)C=C1,"29.2131, 1.6302",0.06442562223749324,0.1243972321309733,0.05199823768686698,0.15285281509040824,0.0,1.0624999999999998,2,0.0,29.2131,1.6302,0.0,1.3644444444444446,0.12996309810788728,5.737251968503937,124.4160646151732,16.367244685174846,-0.09606043772104145,7.337823889763779,0.11812969250796179,1.284931823664694,0.03426295401733967,0.07327843814330302,0.035789189189189184,1.330349660218984,0.19037142086468112,-0.1315645923078776,0.2753081759368938,1.4481981981981982,5.882635483870968,0.11748402526517446,-0.09681549215644533,0.9021284207420521,-0.09606043772104145,7.439574795698923,-0.09606043772104145,6.221549019607843,1.2377410521818497,2.9595422460669667,42.97530864197531,5.600402027027028,40.011592408879984,-0.36149926134165666,0.044252459211592314,0.45551874935109365,0.31765788689032426,0.0,0.024325055328747038,10.60135135135135,-0.05249453259319518,1.7699078834999102
