Folder Name,Smiles,Fitness,ATSC5v,AATSC5Z,MATS8se,Reagent1_(ul),Reagent2_(ul),Reagent3_(ul),Reagent4_(ul),lab_code,crystal_size,crystal_size_Std
Result3946894,Cn1cc[n+](C2CC[NH2+]C2)c1,1.421,-460.9496846025346,-1.277165142549758,0.38502546994709774,149.3930,155.3815,107.4393,164.6727,0.41028526425361633,1.421,0.1763
Result3946895,CC1=NC([S-])C(C2COCCS2)O1,1.3863,122.85139714993616,-0.306666666666667,0.25097472811567717,169.6336,120.4231,1.1681,165.6360,0.8868929147720337,1.3863,0.1488
Result3946902,c1cnc2c3c(ncc2n1)CC[NH2+]3,1.3433,-591.7908195938427,-3.1538648517258148,0.6486059225110126,53.4964,155.3820,14.0608,156.2993,0.8809137940406799,1.3433,0.1409
Result3946903,CC1=C(C)CC2(CCCC2)C(C)C1,1.324,-60.64656851832147,-0.053877551020408004,0.5909090909090897,169.1637,88.2305,37.0226,169.8716,0.901549220085144,1.324,0.1256
Result3946900,CC1OC(c2ccc3ccccc3n2)CC1Nc1ccccc1,1.322,238.94579059243097,0.5226195399739128,-0.04194704714536235,157.5339,148.4516,107.2351,81.5375,0.4084593951702118,1.322,0.1436
Result3946904,[O-]C(C[N-]c1ccccc1)c1ccccc1,1.1879,254.37698077827815,0.6086801426872771,-0.05814371097349423,168.7722,141.0468,142.4775,107.8423,0.4120456576347351,1.1879,0.1342
Result3946937,COc1ccc(CC(C)=Cc2ccco2)nn1,1.144,-394.53303174981517,-2.0937639363757996,-0.3160068339722367,143.2768,137.1297,96.6441,74.5582,0.8678786754608154,1.144,0.1195
Result3946901,COc1ccc(C2CCC(C)C(O)C2C)c(OC)c1OC,1.0721,-791.223644304026,-1.0733655573241434,-0.013278207183752333,52.8712,160.9914,13.2429,169.8002,0.5412164330482483,1.0721,0.0929
Result3946898,CC(=O)CC=C1CNC=CSC1,1.064,401.5561283163913,1.3778285714285712,-0.30290273156662345,172.0848,108.8551,84.6542,93.7802,0.8968464732170105,1.064,0.0941
Result3946893,CCC[CH-]CCCCCc1cc[c-]cc1,0.92269,-10.68902985650071,-0.015415555956096458,0.04358974358974228,148.6947,148.2981,107.6227,44.2578,0.9131170511245728,0.9227,0.0846
