Folder Name,Smiles,Fitness,ATSC5v,AATSC5Z,MATS8se,Reagent1_(ul),Reagent2_(ul),Reagent3_(ul),Reagent4_(ul),lab_code,crystal_size,crystal_size_Std
Result3797653,CC1=NN(C)C(=O)C1c1ccc(C(N)=O)cc1,2.1103,-511.4385,-1.7197,1.0967,176.9350,158.5401,43.3428,23.6615,0.0,2.1103,0.0261
Result3797652,CCOC1(C)OC1CO,2.098,-368.4669,-1.8539,0.2956,150.4091,129.0586,24.1466,7.3359,0.0,2.098,0.0237
Result3797658,CC1C2CCC3(CC4(C)CCN4C34CCCN4)N12,2.0333,-1644.6013,-1.7672,0.3756,125.5657,161.1408,53.6971,1.9778,1.0,2.0333,0.0297
Result3797651,COC1OC(O)C(O)c2ccccc21,2.0224,-632.8491,-1.7091,0.3724,108.1601,153.6461,65.7560,26.8044,0.0,2.0224,0.0236
Result3797655,CC#CC#CC(C)C,2.007,-347.4188,-2.9677,0.8000,119.9633,152.7426,41.7856,66.1804,0.0,2.007,0.0324
Result3797656,CC(=O)OC(=O)Cc1cnc2ccc(O)cc2c1,1.9713,-419.3144,-2.1525,0.3053,99.2026,113.6145,80.5046,27.0513,0.0,1.9713,0.0137
Result3797657,CCCCc1[nH]nnc1CC,1.9707,-307.1674,-1.5782,0.2159,176.9092,161.5381,12.0261,150.7400,0.0,1.9707,0.0305
Result3797659,CCc1nc(CC)c(C)c(C)c1C,1.9653,-1264.4275,-1.6303,0.4083,176.4368,115.3222,77.0213,161.6393,0.0,1.9653,0.0172
Result3797650,CCc1nc(=O)n(C)c(C)c1N,1.9314,-458.5526,-1.7600,0.3881,174.7856,160.3755,119.8444,130.8343,1.0,1.9314,0.0157
Result3797654,CCCC1OC1C1CC1C,1.8959,-305.9430,-1.9512,0.1105,175.0416,122.6735,139.7847,16.0663,1.0,1.8959,0.0101
