Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS2pe,base_GATS1se,base_GATS3m,base_GATS3Z,solvent_SdssC,solvent_GATS4se,solvent_VSA_EState9,solvent_NsCH3,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3921935,Cc1ccc(CP(CC(C)C)c2ccc(C(C)C)cc2)c(C)c1,46.242,100.4967,0.0936,O=C([O-])C(C)(C)C.[Cs+],CC(N(C)C)=O,"46.2418, 0.0741",0.15285281509040824,0.1243972321309733,0.05199823768686698,0.06442562223749324,0.09259259259259278,1.4760842589662049,3.4490740740740735,3,46.2418,0.0741,0.0,1.1201956673654787,0.12231671069103135,5.408517006802721,152.22532722535163,5.304539896238907,-0.12900415721844238,7.056575714285715,0.1191497437843993,1.3238690362814096,0.0551532765401165,-0.031013215859030843,-0.016899862825788755,1.3286254496264642,0.2804203307853608,-0.13596230969533618,0.4379670690811049,1.3125925925925928,5.533111111111112,0.11732752370920532,-0.1588286475326205,0.9941642125197606,-0.12900415721844238,7.128132,-0.12900415721844238,5.949381818181818,1.260657372750179,3.7594784708485705,-10.963775847177768,5.523176666666666,6.161910027467921,-0.3395899590855374,0.04375444203553995,0.4369777482716634,0.3220820054759881,0.0,0.031440541811694984,11.386666666666667,0.00026136785176141767,2.5224924085123006
Result3921985,[c-]1ccccc1P(C1CCCCC1)C1CCCCC1,39.842,94.8091,0.1175,O=C([O-])C.[K+],CC(N(C)C)=O,"39.8421, 0.0986",0.1574807960088896,0.1453627869996672,0.6971767885426821,0.6819085487077534,0.09259259259259278,1.4760842589662049,3.4490740740740735,3,39.8421,0.0986,0.0,1.3324915824915824,0.15004599419925926,5.4616,166.87107543389885,5.304539896238907,0.05234567901234621,7.08949312,0.14836969571227757,1.3341436523635397,-0.200703608364036,-0.21255995736365255,-0.09090218423551755,1.3394959719066308,0.17677669529663687,0.0187776560502789,0.16980372735738003,1.4615384615384615,5.556197802197805,0.1472696507883501,-0.09726428990519254,1.062549997419488,0.05234567901234621,7.144255384615382,0.05234567901234621,5.950180851063831,1.2616678157460945,1.7574653914967255,-33.40021338210641,5.601884615384616,0.0,-0.46734397188166465,0.05693973945926809,0.45826131979430035,0.23815758610608856,0.0,0.011722306294206161,12.076923076923077,0.09042563712334643,4.541286517551262
Result3921943,C#CCN(c1ccccc1)P(CC)c1ccccc1,38.899,91.6171,0.1156,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"38.8986, 0.4650",0.1574807960088896,0.1453627869996672,0.6971767885426821,0.6819085487077534,0.0,1.0624999999999998,0.0,2,38.8986,0.465,0.0,2.646586345381526,0.022280633721714117,5.491719298245615,189.9389277254366,9.974956086160207,-0.4083179012345681,7.109843333333334,0.15436258894752689,1.254995283291537,-0.1003313148587363,-0.24182228349417217,-0.11163746031286838,1.3107334634188397,0.11785113019775792,-0.04191801258671531,0.16446700170677414,2.3432343234323434,5.784629032258065,0.15014444063507448,-0.06659325033271256,1.3162349379110405,-0.4083179012345681,7.32215777419355,-0.4083179012345681,6.101265789473684,1.1236514969563955,4.917632291107244,-21.780970159348534,5.748217821782177,17.377082623301796,-0.41060729944034724,0.008896401260449075,0.396502038324391,0.3388965617422918,6.06636706846161,0.01171106616930638,14.801980198019802,-0.042171484822610364,0.47279291149678365
Result3921989,CP(Cc1cccc(Pc2ccccc2)c1)CP(c1ccccc1)c1ccccc1,38.8,105.9369,0.0983,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"38.8001, 0.5299",0.1574807960088896,0.1453627869996672,0.6971767885426821,0.6819085487077534,0.0,1.0624999999999998,0.0,2,38.8001,0.5299,0.0,1.7936507936507935,0.08708686997700349,5.473854545454546,208.25394975289475,21.21815958495563,-0.30336249295118733,7.094482533333333,0.09067065073041157,1.2543972432166337,-0.09609732302794169,-0.16261398176291791,-0.07777843264375946,1.2636070853462162,0.30787104404421906,-0.13615920253974734,0.1376251413075134,2.261798441467472,5.584157575757575,0.09230230274871025,-0.053706935674324725,1.0079624295363685,-0.38656930173780135,7.156775222222218,-0.08320680878661402,5.965275000000001,1.1251835019567533,7.009428505431229,-31.23623223099985,5.6661567375886515,12.567824036242369,-0.32213539532573576,0.04707036362596055,0.45261523849573826,0.33762167084367417,0.0,0.01607413263649978,19.588652482269502,-0.05388615495217703,4.079027322180216
Result3921941,CC(O)c1cccc([N-]C(P(c2ccccn2)C(C)C)P(=O)([O-])[O-])c1,38.335,94.0314,0.0936,O=C([O-])C.[K+],CCCC#N,"38.3351, 0.8211",0.1574807960088896,0.1453627869996672,0.6971767885426821,0.6819085487077534,0.0,1.3691437802907915,0.0,1,38.3351,0.8211,0.0,4.2645034414945915,-0.014267263390309166,6.355810606060608,188.4865648039555,15.221839604895322,-1.4432975350634079,7.967944196969697,0.21885243993201367,0.8952469439153493,-0.11204067033754468,-0.1250750580178192,-0.08470347738163275,0.8186958291631754,0.16596365263022672,-0.026215900927697915,0.023819186497413495,4.272179155900086,6.1756814814814796,0.21326034930133195,-0.08179773908106208,0.8341653802542645,-1.4432975350634079,7.711633148148148,-1.4432975350634079,6.287697872340428,0.8438975118658292,5.071633651380353,-6.401526289995095,6.3154682170542635,0.0,-0.8463812554396392,-0.0068820308873986605,0.4179660511088439,0.3310217280233503,13.847474399381248,0.0355527077590217,21.705426356589147,1.0803702384862268,2.138145770440574
Result3921933,Cc1nc2c(-c3c(O)ccc4ccccc34)c(NP(CN(C)C)c3ccccc3)ccc2n1C,36.696,99.0602,0.1055,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"36.6965, 0.7450",0.1556534312908589,0.1428941881283608,0.5051641116163132,0.476153268219384,0.09259259259259278,1.4760842589662049,3.4490740740740735,3,36.6965,0.745,11.573916331283833,4.154784842646115,0.03658620241166362,5.974784536082474,207.88421120997756,10.39183495931606,-0.727448705476704,7.500816288659791,0.11500116774049604,1.0362245940119925,-0.06128863596683668,-0.04827586206896556,-0.030651340996168605,1.0696800064696481,0.8790164719914407,-0.011512787488768012,0.34605760838101546,4.427841634738186,6.055390265486726,0.11326312391996422,0.01091296147204331,0.9014678339354497,-0.727448705476704,7.538746230088494,-0.727448705476704,6.338135820895524,0.9745796196999681,9.218257017322168,9.204930806341732,6.11920344827586,25.46848383888602,-0.451258821131353,0.011920329876753982,0.3388323079625132,0.41281534897719274,32.17051038775264,0.026725082841104485,19.551724137931036,-0.06912294601415625,1.708681207008689
Result3921944,c1ccc(P(CPCP(C2CCCCC2)C2CCCCC2)C2CCCCC2)cc1,28.063,107.4409,0.0787,O=C([O-])C.[K+],CC(N(C)C)=O,"28.0630, 0.6236",0.1574807960088896,0.1453627869996672,0.6971767885426821,0.6819085487077534,0.09259259259259278,1.4760842589662049,3.4490740740740735,3,28.063,0.6236,0.0,0.756806296835409,0.13303616223257228,5.291565891472868,152.52821515487557,5.304539896238907,0.08325294178027942,6.987371875968994,0.1351638903815154,1.5414351386732434,-0.07874870937035795,-0.04636701388546708,-0.019310644864722885,1.5487987931359604,0.23570226039551584,-0.0024427684209065255,0.07053663851811501,0.7583924349881797,5.473259863945578,0.13598832925657506,0.02019552095863148,1.0096836826822768,0.39198506597426497,7.093556666666666,0.30873212419398555,5.88232,1.4324441056945119,0.8811707230768633,-18.1385078494132,5.420263829787236,11.805996864019667,-0.3130852548036492,0.06563332902010635,0.5429209589356623,0.3125490827382714,0.0,0.011806804289694219,13.625531914893617,-0.03639213516776049,5.038008494147348
Result3921942,C=CC1(P(c2ccco2)c2ccco2)Cc2ccccc2C[N+]1(C)O,20.397,94.5330,0.0895,O=C([O-])C.[K+],CCCC#N,"20.3970, 0.5523",0.1574807960088896,0.1453627869996672,0.6971767885426821,0.6819085487077534,0.0,1.3691437802907915,0.0,1,20.397,0.5523,25.469016145088794,4.150957854406131,0.10516651534976927,6.023165714285715,182.26844574255628,11.002671646832708,-1.1209180524061477,7.628968285714286,0.11654587393269956,0.8166496527475654,-0.12258645219563469,-0.16256676446249904,-0.11347406007141357,0.8366849469352484,0.4931874505939151,-0.048910483457546554,0.20445024629225664,3.6218323586744643,6.200395238095238,0.11640944869843145,-0.14728514120573766,0.7825900834601338,-1.1209180524061477,7.706183976190472,-1.1209180524061477,6.446236734693879,0.794641379147256,6.29677106284962,-39.303577679759165,6.209729239766083,7.04767198267719,-0.5324991175033859,0.03833801317263253,0.34696041599639427,0.43323517816414636,49.52189450028073,0.027431406044040423,17.380116959064328,-0.230347756892734,1.937633436664143
Result3921938,CC(C)c1c[c-]c(-c2ccccc2C(F)(F)F)c(CP(C(C)C)C(C)C)c1,16.71,116.9823,0.1101,O=C([O-])C.[K+],CCCC#N,"16.7099, 1.9386",0.1574807960088896,0.1453627869996672,0.6971767885426821,0.6819085487077534,0.0,1.3691437802907915,0.0,1,16.7099,1.9386,0.0,3.074074074074074,0.11836061555323744,5.742833333333333,162.61569536568877,0.0,-0.33215450995212903,7.332035226190478,0.08286181228489813,0.5168576915446367,0.04534644551485785,0.060226198211333126,0.04084857257509744,0.4932993727626704,0.2164591316634429,-0.08393004112818325,0.4000372356376318,2.9450686641697876,6.009883495145632,0.08004980022005644,-0.008329173069088066,0.8164159893428382,-0.33215450995212903,7.504974893203884,-0.33215450995212903,6.192026315789474,0.5326826993275533,4.077258193618167,66.99228395061728,5.893455056179773,0.0,-0.4401600470793978,0.04261634591720373,0.39629767310158454,0.4916075935303359,6.06636706846161,0.039535203293689716,14.432584269662922,0.09162527978508452,2.2413399386474167
Result3921934,C=C(C1COC=CO1)P(c1ccco1)c1ccco1,9.5039,90.7243,0.1055,O=C([O-])C.[K+],CCCC#N,"9.5039, 0.5806",0.1574807960088896,0.1453627869996672,0.6971767885426821,0.6819085487077534,0.0,1.3691437802907915,0.0,1,9.5039,0.5806,30.133714508187207,5.71875,0.04362864792633081,6.285086419753087,204.59405364356894,11.002671646832708,-0.9275411522633743,7.86105037037037,0.11697478991596638,0.829333584650864,-0.27039348014091263,-0.2585638669729352,-0.13306949013157895,0.8949626184205749,0.25137565482875424,0.05651550111102967,0.10489166291405293,5.1535087719298245,6.501818181818182,0.1181744089478194,0.02846139328347091,0.7918630107263663,-0.9275411522633743,8.039791345454546,-0.9275411522633743,6.614249999999998,0.7845325799183442,4.809658752193559,-48.85185185185186,6.565423684210526,6.606881964512918,-0.5327820800685878,0.018160086099005022,0.34201855515687174,0.4408989431439273,24.26546827384644,0.01642316931931362,20.789473684210527,-0.4500558116415189,-0.46577496568412424
