Folder Name,Smiles,Fitness,ATSC5v,AATSC5Z,MATS8se,Reagent1_(ul),Reagent2_(ul),Reagent3_(ul),Reagent4_(ul),lab_code,crystal_size,crystal_size_Std
Result3796979,OC1C=CC2(c3c[nH]cn3)OC12,1.9619,-373.6276,-2.2254,0.4880,176.6252,160.2598,43.3443,66.4301,0.0,1.9619,0.0207
Result3796962,C1=CC2(CNC1)n1ncnc1C13NC12N3,1.9589,-404.5341,-2.1095,0.7195,175.5439,157.9533,39.7342,61.3827,0.0,1.9589,0.0226
Result3796960,CCCC1OC1C1CC1,1.9546,-238.8009,-1.5266,0.2101,169.7775,161.5968,41.4929,12.7804,0.0,1.9546,0.0298
Result3796961,CC(C)=Cc1cc(O)n(C)c(=O)c1,1.9541,-455.0017,-1.7725,0.1215,161.6105,150.1775,26.6147,11.2287,0.0,1.9541,0.0339
Result3796984,Cc1cccc(CN2CC2)n1,1.9491,-558.7573,-2.4183,0.4511,119.5582,160.4311,58.2621,5.4608,0.0,1.9491,0.0146
Result3796968,CCCC1=NC2(CO2)C(C)O1,1.9328,-282.9511,-2.3929,0.3029,144.3300,152.2179,55.7999,2.0693,0.0,1.9328,0.0202
Result3796967,C=COC1(CO)OC1C(O)O,1.909,-484.0252,-2.3882,0.4708,116.1438,160.5553,45.4693,102.8338,0.0,1.909,0.0187
Result3796980,CC1CC2(CCC(C)(C)N2C(N)=O)CN1,1.8818,-1537.0204,-2.7069,0.3046,137.5438,101.4425,58.4716,3.9050,0.0,1.8818,0.033
Result3796964,CC#Cc1cc(CC)no1,1.8458,-227.1859,-3.6758,0.1763,109.7494,97.1972,32.2395,73.7786,0.0,1.8458,0.0234
Result3796981,CCC1=NC(C)=C(C)C2=NC(C)=NC12,1.8411,-525.4505,-1.4207,0.4563,175.9944,159.9818,50.9087,151.9256,1.0,1.8411,0.0138
Result3796959,CC(=O)Nc1cnccc1N=CC(N)=CC(N)=O,1.8374,-546.3458,-1.7513,0.2254,113.1889,161.9066,89.5436,61.3746,0.0,1.8374,0.0306
Result3796987,CC1OC1c1cccnc1O,1.833,-365.8592,-2.1429,0.3869,164.0241,161.5485,130.6781,30.7209,0.0,1.833,0.0193
Result3796966,CCOc1ccnc(C)c1,1.8066,-403.2777,-1.9429,0.3119,159.4639,97.6730,13.9482,167.2549,0.0,1.8066,0.0367
Result3796982,Oc1cccc(CC2CO2)c1,1.7854,-314.1194,-1.7978,0.3117,112.5580,154.7693,178.3299,27.8213,0.0,1.7854,0.0138
Result3796983,CCCC12CCC(C)=C1C(C)C(C)N2,1.7834,-1588.3856,-1.6290,0.3760,115.4924,98.6211,14.1987,87.1477,0.0,1.7834,0.0258
Result3796988,Cc1ccc2c(n1)NCCO2,1.7803,-347.8823,-2.1673,0.3992,174.8750,96.1526,171.5163,23.5812,0.0,1.7803,0.0325
Result3796963,CCc1cc(CO)on1,1.7794,-251.0361,-2.6852,0.3664,123.7903,125.7664,133.4881,12.8021,0.0,1.7794,0.0243
Result3796986,Oc1nc2n(n1)-c1n[nH]nc1NC2,1.7515,-258.2931,-2.2734,1.1588,172.6695,97.6085,170.6262,150.4301,0.0,1.7515,0.0229
Result3796985,Nc1c[nH]c(N)c1-n1cc(O)cn1,1.7237,-333.5492,-2.2327,0.6344,153.2150,136.4466,168.5241,93.8626,0.0,1.7237,0.0186
Result3796965,Oc1cc(O)c2ccccc2c1O,1.6911,-393.9077,-1.7464,0.4159,175.4514,85.9259,180.5719,157.9265,1.0,1.6911,0.0311
