Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS2pe,base_GATS3Z,base_GATS1se,base_GATS3m,solvent_SdssC,solvent_NsCH3,solvent_GATS4se,solvent_VSA_EState9,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3947174,c1ccc(PC2=NCC(P(c3ccccc3)c3ccccc3)N2)cc1,29.589,112.2363,0.1021,O=C([O-])C.[K+],CC(N(C)C)=O,"29.5892, 1.1852",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,0.09259259259259278,3,1.4760842589662049,3.4490740740740735,29.5892,1.1852,5.576708190299181,3.5971919632050358,0.06025552130310515,5.739428571428571,204.53560035658262,21.23040829272305,-0.4744967129512987,7.317374,0.05177278534923341,1.0156218656762117,-0.04826567660302845,-0.11926300016649093,-0.05736403069736403,1.0336863251712616,0.36481237884323736,-0.027648133049547725,0.04129468689578977,3.5655655655655654,5.859892405063292,0.05386658749560517,0.10974565097147561,0.8939622883837671,-0.4744967129512987,7.374478481012654,-0.4744967129512987,6.145083333333335,0.9501611441515101,6.765237869348985,-9.70567901234568,5.98699099099099,6.544756405912575,-0.37883917779311294,0.02922096298733341,0.38696593757627606,0.3441091841646277,0.0,0.01436936307226953,18.63963963963964,0.04256361806529788,3.2388109594827674
Result3947640,Cc1cc([O-])cc(C)c1-c1ccccc1-c1cccc(N(C)C)c1N(CN(C)C)CP(c1ccccc1)c1ccccc1,29.491,103.8079,0.0574,O=C([O-])C(C)(C)C.[K+],CCCC#N,"29.4908, 0.8506",0.1556534312908589,0.476153268219384,0.1428941881283608,0.5051641116163132,0.0,1,1.3691437802907915,0.0,29.4908,0.8506,0.0,3.3342554172429693,0.04525593804545535,5.700677611940299,210.3756384563785,25.515426649019474,-0.6768499523742431,7.269565785074627,0.10583683212649546,0.8292026990711369,-0.04260620494851776,-0.08367338693386132,-0.04984116288024647,0.7948037174919123,0.5306689868820993,-0.14677092578752998,0.33688047477786637,3.4696016771488467,5.943234,0.10400401193073805,0.010675797544557632,1.113634914879845,-0.6768499523742431,7.451999639999998,-0.6768499523742431,6.208960227272725,0.8135133794416182,11.530933939458224,-138.04282494890955,6.044157358490566,50.94504339176334,-0.8889921610105412,0.014052445876257376,0.3449253732994978,0.372075367110702,13.847474399381248,0.025677264278075387,18.132075471698112,-0.22248592470824424,0.6768433321584653
Result3947599,c1ccc(P(CP(c2ccccc2)C2CCCCC2)c2ccccc2)cc1,29.397,106.1942,0.1511,O=C([O-])C.[K+],CCCC#N,"29.3972, 0.0023",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,0.0,1,1.3691437802907915,0.0,29.3972,0.0023,0.0,1.7472035794183445,0.15119754113736478,5.513854748603352,192.98718655712193,15.913619688716722,-0.3098624758545394,7.117036648044693,0.15171523258846506,1.2776459951586099,-0.05389344748242286,-0.02223208123829246,-0.010186335403726725,1.2855935915889602,0.23570226039551584,0.007497327267502604,0.07578710419254438,2.231193926846101,5.594545098039217,0.1516692809900996,-0.12192557033589749,0.9489424244360667,-0.4415957000083979,7.164826205882351,-0.13173322415385846,5.9766724137931035,1.1679771039112583,5.463467541070549,53.801730435669846,5.5749440993788815,5.902998432009833,-0.31919282197792076,0.06939044258332779,0.4410990611196309,0.3307144527632393,0.0,0.012681382385227124,17.285714285714285,-0.04485675463105893,4.89908616271772
Result3947604,CC(C)c1cccc(C(C)(C)C)c1CP(c1ccccc1)C1CCCCC1,29.167,106.5031,0.0627,O=C([O-])C.[Cs+],CC(N(C)C)=O,"29.1665, 0.0024",0.15437109729761034,0.07445192098979814,0.1265444360281399,0.056742661225519415,0.09259259259259278,3,1.4760842589662049,3.4490740740740735,29.1665,0.0024,0.0,1.2946859903381642,0.12283628715512192,5.405071129707115,168.81345578949325,5.304539896238907,-0.1545576131687243,7.05264528870293,0.12005108556832694,1.293683301454683,-0.008709662495740497,-0.07924755058824982,-0.04455739965936019,1.2977554128318878,0.23926805356813463,-0.08071491494131089,0.39478114478114484,1.5281727224855188,5.5689918699187,0.11846210440384519,-0.18638936392909058,1.203961604267311,-0.1545576131687243,7.15005338211382,-0.1545576131687243,5.960431818181817,1.2401043856789398,3.6519329574526846,-18.441358024691365,5.589241706161137,0.0,-0.34244775447714365,0.04177344850584666,0.4280078118419397,0.3248670754935562,0.0,0.029488329593387447,13.47867298578199,-0.0014351830772781843,3.2534667066256597
Result3947594,PC1=NC(P(c2ccccc2)c2ccccc2)C(c2ccccc2)N1,29.086,102.5210,0.1011,O=C([O-])C.[K+],CC(N(C)C)=O,"29.0861, 1.5815",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,0.09259259259259278,3,1.4760842589662049,3.4490740740740735,29.0861,1.5815,11.359637423989053,3.8653198653198655,-0.024215493521658582,5.755345588235294,214.75886050892936,15.925868396484145,-0.6048892458217854,7.314642779411766,-0.029080600511073276,0.9581350681078663,-0.08405024631245973,-0.1735765825854959,-0.09120270808442849,0.9942488207267646,0.4626802714045243,0.004919803621236058,0.11617275026129607,3.911290322580645,5.899398734177216,-0.026193685959473918,-0.05805827890408645,0.8708160215601756,-0.6048892458217854,7.396763645569616,-0.6048892458217854,6.147708333333334,0.8971770083000834,6.661526140653893,18.701057765584526,5.928939516129032,0.0,-0.3754909632451134,-0.01174332284600006,0.3698858198969562,0.3549691232586279,0.0,0.01726854887512689,20.451612903225808,0.06861176289219334,2.0355022111656833
Result3947597,Cc1cccc(O)c1C(O)P(C(C)P(C)C1CCCCC1)C(C)(C)C,28.935,90.9902,0.0968,O=C([O-])C.[K+],CCCC#N,"28.9349, 1.3719",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,0.0,1,1.3691437802907915,0.0,28.9349,1.3719,11.59456662557412,1.1927330173775672,0.2018511780877419,5.480661157024795,139.97700965743584,0.0,-0.6726738473167044,7.1549522561983485,0.13448089854548198,1.1356214878381556,0.009551631056119999,-0.06517624749014651,-0.039585681087807356,1.0485844677068596,0.2342920386527526,-0.17973138239945813,0.27266691575033597,0.9551820728291316,5.555151724137932,0.13540135306439158,-0.16371815036571627,1.0841363815003657,-0.7911782984798854,7.185653543103449,-0.11850445116318098,6.031806451612904,1.141482400393989,1.6300286620706999,-44.72780780422095,5.677930672268909,6.664825604232536,-0.30959718846499246,0.08784444051247216,0.5007381717223592,0.3740046615957215,19.056471336613843,0.037778423465654756,11.983193277310924,0.03943324505407681,4.6510091837068614
Result3947598,CC(C)c1ccccc1C(CP(c1ccccc1)c1ccccc1)(c1ccnc(O)c1)P(c1ccccc1)c1cccc(O)c1,28.69,111.6435,0.0799,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"28.6896, 1.1573",0.1556534312908589,0.476153268219384,0.1428941881283608,0.5051641116163132,0.09259259259259278,3,1.4760842589662049,3.4490740740740735,28.6896,1.1573,5.749511833283905,3.7229375298044833,0.1524361507273452,5.726397422680414,241.61180509693645,21.21815958495563,-1.2166300285546316,7.280375850515464,0.09779978307822261,0.9701455453508578,-0.02489283324154165,-0.055056174947906565,-0.03230169693181014,0.9589389288411218,0.5230017401615745,0.06583855056097897,0.15298852235227098,4.167984934086629,5.8391875,0.09890518406322106,-0.13217362299129914,0.9969446435933409,-2.113168146888385,7.348398555555556,-0.8965381183337533,6.185528735632182,0.9442155922998381,11.888469800811864,54.18459764543442,5.885651525423729,6.161910027467921,-0.3439321825627196,0.05833417288332647,0.36217721259573643,0.3969842686075598,18.19910120538483,0.021355838963360164,22.48813559322034,0.16705118940686303,4.6404918822564545
Result3947712,c1ccc(P(c2ccccc2)c2ccccc2)cc1,28.406,103.9178,0.0898,O=C([O-])C.[K+],CC(N(C)C)=O,"28.4061, 0.1068",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,0.09259259259259278,3,1.4760842589662049,3.4490740740740735,28.4061,0.1068,0.0,3.5694444444444446,0.12266737519710581,5.612,232.41498194289477,15.913619688716722,-0.44598765432098797,7.177178666666666,0.1223537854323646,1.0715664487086345,-0.2134428452713452,-0.3187047619047618,-0.14474048442906573,1.078560063643596,0.17677669529663687,-0.010224106262287468,-0.027091402123113537,3.84,5.739473684210526,0.12194683472942648,-0.08217176446339644,1.0134424628342387,-0.44598765432098797,7.251174315789474,-0.44598765432098797,6.054124999999999,0.9797757933650203,5.721885917273355,-17.900807381776236,5.873719999999999,0.0,-0.3226416970818605,0.05014849143074894,0.36878628511041367,0.33485565497361364,0.0,0.011722306294206161,17.96,-0.044573337962727916,3.7432183095241576
Result3947646,Cc1cc(P(C(C)(C)C)C(C)(C)NC(=O)c2ccccc2)cc(C)c1C,28.131,102.9945,0.1421,O=C([O-])C.[K+],CC(N(C)C)=O,"28.1307, 0.2856",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,0.09259259259259278,3,1.4760842589662049,3.4490740740740735,28.1307,0.2856,0.0,1.6078777189888303,0.11749191190630166,5.379317796610173,156.64316967995845,10.621328500245237,-0.6396884710674389,7.070543016949152,0.10161443494776834,0.8827292904908302,0.23625326758440565,-0.019017659857978975,-0.01327391954415417,0.7554289880102769,0.2576672467205248,-0.25271838911998623,0.4262857298647934,1.5143014301430144,5.676706666666669,0.10053351041507529,-0.30700240105848486,1.295634817013252,-0.6396884710674389,7.252152723809523,-0.6396884710674389,6.07084745762712,0.9036694606623429,4.795376625801913,-65.19979154739362,5.833188118811879,0.0,-0.35719655484090124,0.04037276539404948,0.3900729431808872,0.3933386558036735,30.33183534230805,0.044416825355819915,12.430693069306932,0.18257802543705623,2.1401874964629863
Result3947603,CN(C)CP(c1ccccc1)c1cccc(-c2c(C=Nc3ccccc3)cccc2P(C)C)c1N(C)C,27.774,98.7515,0.1071,O=C([O-])C(C)(C)C.[K+],CCCC#N,"27.7738, 0.6390",0.1556534312908589,0.476153268219384,0.1428941881283608,0.5051641116163132,0.0,1,1.3691437802907915,0.0,27.7738,0.639,0.0,3.1226053639846745,0.09867744502070062,5.75082894736842,216.33210550075708,20.8135294195672,-0.5728566717955643,7.300938868421049,0.13968309794513206,1.028969910647931,-0.1557638548732877,-0.24336886549273135,-0.13817271782631518,1.0439445018227453,0.3756254215096475,-0.14265678132599657,0.3713549958866182,3.2201356285863327,5.810578461538461,0.13836310628549642,0.07084545604536437,1.030895912460538,-0.8915135287313913,7.35717146153846,-0.318656856935827,6.131922077922078,0.9791426560067892,9.12529448178731,-82.9056534011489,5.939393427230049,52.70609368047879,-0.4443235417967666,0.03924140011638706,0.4075749223854294,0.3681595578289976,36.54643592184337,0.024192769234296883,19.24413145539906,-0.24391144863763273,1.3120450761696867
