Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS1se,base_GATS2pe,base_GATS3Z,base_GATS3m,solvent_VSA_EState9,solvent_GATS4se,solvent_SdssC,solvent_NsCH3,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3941519,c1ccc(P(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,39.766,106.5407,0.1115,O=C([O-])C.[K+],CC(N(C)C)=O,"39.7659, 1.8366",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,3.4490740740740735,1.4760842589662049,0.09259259259259278,3,39.7659,1.8366,0.0,2.586206896551724,0.13524954147716953,5.574432432432433,218.5631006053365,21.21815958495563,-0.40867766859830357,7.151974,0.13658911479074973,1.1833053360240817,-0.022522511102461555,-0.02473661344629089,-0.011497734529804514,1.192050710981669,0.23570226039551584,-0.02868492479413743,0.0019508999726497974,3.1919191919191916,5.665614285714286,0.13697471327365393,-0.1128977516275747,1.0305735177461683,-0.8173553371966067,7.2058272500000005,-0.4086776685983031,6.018980769230769,1.0632930218142123,7.445677803958862,62.91888667787599,5.6669090909090905,5.902998432009833,-0.3205646152207717,0.06376385365201001,0.4074460859730871,0.33780388806045863,0.0,0.012681382385227124,20.09090909090909,-0.051531965099392514,4.445756780212874
Result3941528,c1ccc(PCP(c2ccccc2)c2ccccc2)cc1,39.235,110.2828,0.0844,O=C([O-])C.[K+],CCCC#N,"39.2346, 0.5162",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,0.0,1.3691437802907915,0.0,1,39.2346,0.5162,0.0,1.9224806201550386,0.05238700915515614,5.470774193548387,195.3134694140186,15.913619688716722,-0.26220920466952213,7.091178774193548,0.056146905399689834,1.1714264472366887,0.007500259844419114,0.01899007337073803,0.008265239034469806,1.1800352024138796,0.19001991384646116,-0.05208605586443004,0.05259410939746043,2.402930402930403,5.630478787878788,0.05794283819651808,-0.05828367195430599,1.09117416294938,-0.26220920466952213,7.185029166666668,-0.26220920466952213,5.9794024390243905,1.0539730134932537,5.586353437666363,32.0,5.566719780219779,5.902998432009833,-0.3187394702352804,0.027770258888442322,0.4275232636477863,0.3286122941657006,0.0,0.011407646285501092,18.252747252747252,-0.037328991675283994,3.325732903856398
Result3941527,S=C(CP(c1ccccc1)c1ccccc1)Nn1cc[nH+]c1,37.976,101.5377,0.0888,O=C([O-])C(C)(C)C.[K+],CCCC#N,"37.9757, 1.0309",0.1428941881283608,0.1556534312908589,0.476153268219384,0.5051641116163132,0.0,1.3691437802907915,0.0,1,37.9757,1.0309,11.185345673351268,2.884872824631861,0.1097783250524416,5.766065957446808,212.35272251057577,21.018849710535406,-0.4992572646342488,7.399788212765955,0.06561397279122919,1.0159324169536543,-0.11367339756107729,-0.08441558441558449,-0.040404040404040414,1.00035120054977,0.17677669529663687,0.012225791829947971,0.07947184211298845,3.083333333333334,6.018783333333334,0.06919784793503428,-0.0019478961040870811,1.003400913971417,-0.4992572646342488,7.5217698484848485,-0.4992572646342488,6.338904878048781,0.9582705933609015,6.045767915244145,2.8259023871559497,5.893655681818182,11.587701424578306,-0.318114146399352,0.048467921461213335,0.3778175705470698,0.5456468177551345,35.52984379580932,0.015714260085371547,22.522727272727273,0.0026420140921595246,2.817836489012618
Result3941526,c1ccc(P(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,36.191,106.4672,0.1100,O=C([O-])C.[K+],CC(N(C)C)=O,"36.1906, 0.6201",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,3.4490740740740735,1.4760842589662049,0.09259259259259278,3,36.1906,0.6201,0.0,2.586206896551724,0.13524954147716953,5.574432432432433,218.5631006053365,21.21815958495563,-0.40867766859830357,7.151974,0.13658911479074973,1.1833053360240817,-0.022522511102461555,-0.02473661344629089,-0.011497734529804514,1.192050710981669,0.23570226039551584,-0.02868492479413743,0.0019508999726497974,3.1919191919191916,5.665614285714286,0.13697471327365393,-0.1128977516275747,1.0305735177461683,-0.8173553371966067,7.2058272500000005,-0.4086776685983031,6.018980769230769,1.0632930218142123,7.445677803958862,62.91888667787599,5.6669090909090905,5.902998432009833,-0.3205646152207717,0.06376385365201001,0.4074460859730871,0.33780388806045863,0.0,0.012681382385227124,20.09090909090909,-0.051531965099392514,4.445756780212874
Result3941522,[CH2-]CCP(Cc1ccccn1)C1CCCCC1,36.067,104.4069,0.0947,O=C([O-])C.[K+],CC(N(C)C)=O,"36.0667, 2.8797",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,3.4490740740740735,1.4760842589662049,0.09259259259259278,3,36.0667,2.8797,0.0,1.0407747196738022,0.1322924491102406,5.511293577981649,140.92641019135817,0.0,0.119794238683128,7.151578788990825,0.14521428400124708,1.0881139831844677,-0.04661571417500839,-0.07539015950955479,-0.030108944954128435,1.00638091112386,0.1310943487475822,-0.013166165283318912,0.18290270439796374,1.2446483180428136,5.590118421052634,0.1437120174559378,0.003653479523998298,0.786526675605042,0.119794238683128,7.183838736842103,0.119794238683128,5.995609756097562,1.0829475280744505,1.5916967623007672,7.080987654320989,5.538958715596331,6.161910027467921,-0.7853261721865603,0.051460510138797426,0.47337457496774044,0.32654575542202013,12.263210640074686,0.011060906741539533,10.825688073394495,0.04152008195556342,2.4011690268312664
Result3941529,Cc1ccccc1P(Cc1ccccn1)c1ccc(C(C)C)cc1C(C)C,33.416,104.5077,0.1037,O=C([O-])C.[Cs+],CCCC#N,"33.4161, 1.7480",0.1265444360281399,0.15437109729761034,0.07445192098979814,0.056742661225519415,0.0,1.3691437802907915,0.0,1,33.4161,1.748,0.0,2.181623931623932,0.10652025664467603,5.617005464480873,183.37115353047545,10.609079792477814,-0.495395775594188,7.1965093770491775,0.11623912047640862,1.014778550157182,-0.05235003660418062,-0.1476721037760082,-0.08326724965147647,0.9659264128378419,0.32146576961226325,0.022710150991768985,0.394970854674109,2.466666666666667,5.670223300970876,0.11470386156606183,-0.12739486317602386,1.0171832203567912,-0.495395775594188,7.224538582524272,-0.495395775594188,6.044364406779661,0.9992525127627417,5.7759364201870955,25.95402194027413,5.671082352941175,0.0,-0.38270291591002126,0.037192897864939956,0.3919480615202053,0.3409700054509134,12.263210640074686,0.026036270806901247,14.635294117647058,-0.0169288220073276,2.489323666879259
Result3941518,CC(O)P(c1ccc(P(=O)(O)O)cc1)c1ccc(O)cc1O,32.029,90.8127,0.1409,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"32.0287, 1.6865",0.1428941881283608,0.1556534312908589,0.476153268219384,0.5051641116163132,3.4490740740740735,1.4760842589662049,0.09259259259259278,3,32.0287,1.6865,11.49902366656781,4.365942028985508,0.09314600833941043,5.885474747474749,177.55979620883573,15.913619688716722,-1.3498555471571347,7.550267818181818,0.14628148055910103,1.1782548836500788,-0.0326342329598673,-0.023593600235936013,-0.017907607935308774,1.1241828795029254,0.2651456626530091,-0.05325259641346014,-0.17730085794578063,3.3645092904352163,6.372193548387097,0.1461850925876037,-0.040233470785749105,0.9482792825045456,-1.3498555471571347,7.897106000000001,-1.3498555471571347,6.547110256410257,1.1347765443985436,5.143365654004086,-76.35720392599433,6.311487878787879,0.0,-0.3355023093963779,0.04999157211295825,0.40769322772572636,0.49013761755597685,0.0,0.04040080427161549,18.696969696969695,0.4140753703003699,9.000304721088577
Result3941523,Cc1cc(C)c(P(c2nc(C)c(C)[nH]2)C(N)c2ccccc2N(C)C)c(C)c1,31.097,98.4869,0.0594,O=C([O-])C(C)(C)C.[K+],CC1=CC=C(C)C=C1,"31.0970, 1.0984",0.1428941881283608,0.1556534312908589,0.476153268219384,0.5051641116163132,0.0,1.0624999999999998,0.0,2,31.097,1.0984,5.565492902541839,2.7332002661343977,0.11075655725854998,5.721472072072072,180.74154308464352,21.50361000679341,-0.894331275720164,7.328587027027028,0.10592417925556084,1.1345518034324265,0.08789255146201758,-0.03820768136557615,-0.025025427610891594,1.1804601439567617,0.5664529123725907,-0.10768805254153162,0.45767389317307366,2.8180180180180177,5.843042452830189,0.1052102391355337,-0.07773775809619815,1.1975899383315494,-0.894331275720164,7.383686150943396,-0.894331275720164,6.220672131147542,1.0866152876127655,6.495667148401333,29.316104000198617,5.925313513513516,18.99525369620486,-0.44517583532096816,0.03680964597793058,0.3678514771829411,0.35858970942095253,0.0,0.03467601800776638,16.302702702702703,0.029849498207767777,2.2240515617741297
Result3941515,Cc1cccc(C)c1P(c1ccccc1)c1ccccc1-c1c(N(C)C)cccc1N(C)C,30.426,109.8844,0.0635,O=C([O-])C(C)(C)C.[K+],CCCCOC(C)=O,"30.4262, 0.6771",0.1428941881283608,0.1556534312908589,0.476153268219384,0.5051641116163132,0.0,1.0555555555555556,-0.18199074074074065,2,30.4262,0.6771,0.0,3.5024420024420024,0.06636514350488183,5.727501945525292,218.26991347876853,25.713439150417678,-0.732424624170656,7.2801978754863805,0.11796714036663325,1.0235870119613086,-0.1246002514778443,-0.23940010501443948,-0.14492609663064204,1.073736911103105,0.44836821371544816,-0.027566570457229635,0.37515986094119497,3.2686965811965814,5.846307692307692,0.11592545663024423,-0.23959442127483135,1.045915870449284,-0.732424624170656,7.369183521367522,-0.732424624170656,6.144391304347826,0.9730930038291586,8.910168748300675,-105.64186194152524,5.916976923076924,37.99050739240972,-0.4473479365329388,0.02203105826886021,0.3534610250187436,0.3674687973192001,0.0,0.02610481687447786,18.307692307692307,-0.2199029791026333,1.1622397510436786
Result3941516,O=P(CP(CO)c1ccccc1)(c1ccccc1)C1CCOCC1,29.433,106.2469,0.0822,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"29.4332, 0.6912",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,0.0,1.0624999999999998,0.0,2,29.4332,0.6912,7.1418927340993115,2.0893719806763285,0.1418310471972732,5.755688311688312,170.86376785701427,10.609079792477814,-0.8383331233728055,7.3884803246753235,0.18804123711340207,0.9377545629362488,-0.08932920544738288,-0.061859193438140815,-0.03307748538011696,0.8721091429795147,0.1609876377148447,-0.025347339776117996,-0.05543173307997547,2.676900584795322,5.877164044943822,0.18736218361688853,-0.0761675311725133,1.0601407157037366,-0.8383331233728055,7.470786730337079,-0.8383331233728055,6.159892,0.9054582860480087,4.7862305588764595,50.94924554183813,5.908159210526316,25.4647327300905,-0.4176398368043055,0.06886105211626775,0.4631327587914681,0.36278741185913804,60.6636706846161,0.018120144348308814,16.901315789473685,-0.1335821307829186,4.8439409769262
