Folder Name,Smiles,Fitness,ATSC5v,AATSC5Z,MATS8se,Reagent1_(ul),Reagent2_(ul),Reagent3_(ul),Reagent4_(ul),lab_code,crystal_size,crystal_size_Std
Result3951914,CC1CC=CCC2(NC(=O)C(=O)SC2C)C1(C)C,1.6118,-250.07378671836864,-0.3039268423883805,-2.0469228895087506,137.8519,130.2514,2.7264,11.6544,0.3211579872099821,1.6118,0.0496
Result3951931,COCC(OC(=O)OC(C)N1C(=O)c2ccccc2C1=O)S(C)=O,1.6032,-165.91394367626748,-3.0431666974365283,-0.18908681642809422,143.7201,80.5550,52.7416,14.9588,0.82918769841116,1.6032,0.0556
Result3951917,CCOC(OCOC(C)(C)CN1CCCN(c2nccc3c2C=CCC3C2(C(C)(O)O)COCC2(C)C)CC1)C(C)=O,1.586,-1416.347047344882,-1.1457252534849465,-0.044474832717650896,144.9006,122.5290,26.1685,11.7117,0.3204220639378025,1.586,0.0634
Result3951929,CCc1cc(NCc2nnnn2C(C)C(=O)NC(C)c2ccccc2)cc2sc(C)c(C)c12,1.5772,-1314.896141002318,-0.9554859822716965,-0.025381769206602112,132.6766,85.7770,2.4671,7.2573,0.5261181674650525,1.5772,0.1021
Result3951925,CC(=O)N1CCS2(CC1)c1ccsc1-c1nc(-n3cnnc3)nc(Cl)c12,1.5716,97.71618440249051,0.7829712095030357,0.2540947542994404,173.9787,134.7458,47.9830,8.3134,0.049237208185027304,1.5716,0.1282
Result3951916,COC(=O)N1CCCc2c(Sc3ccncc3NC(F)F)ccnc21,1.5416,-885.0611645089198,-1.215567855572511,-0.05434499899293483,145.7700,94.1537,28.4566,15.0523,0.9926585286490761,1.5416,0.0635
Result3951919,CC1CCNC2NC(=O)C3(CCCCN3)NC=C12,1.5388,313.9189080189347,-0.4450420168067224,0.10865582462791389,126.0566,87.2070,13.9269,12.8811,0.11182605049417915,1.5388,0.0861
Result3951928,Cc1c(N)oc(OCN)c1-c1[nH]cc2[nH]ccc12,1.5211,-63.63602505220129,-0.6255580357142857,0.15789755766450958,145.5515,79.5210,25.9246,76.6679,0.20969127544225052,1.5211,0.0698
Result3951915,CCC1SC2(N=CN=C(NS(C)(=O)=O)C2=O)NC1=S,1.521,-460.16031909232356,-1.326777662157475,-0.07169563110847589,140.4271,89.3725,42.3713,1.4316,0.2699436293944848,1.521,0.143
Result3951930,C[NH+](C)CC1(C(c2cc(Cl)cs2)N(Cc2ccco2)C(c2ccco2)c2cccs2)NCCN1,1.488,257.2341741861592,-1.6590478947732301,-0.1152980177285485,162.9730,78.2572,33.3836,2.2458,0.5718848672758411,1.488,0.0682
