Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS3m,base_GATS1se,base_GATS3Z,base_GATS2pe,solvent_NsCH3,solvent_GATS4se,solvent_VSA_EState9,solvent_SdssC,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3950476,c1ccc(P(Cc2ccccn2)c2ccccc2)cc1,37.515,99.1926,0.0713,O=C([O-])C.[K+],CCCCOC(C)=O,"37.5149, 1.5657",0.6971767885426821,0.1453627869996672,0.6819085487077534,0.1574807960088896,2,1.0555555555555556,0.0,-0.18199074074074065,37.5149,1.5657,0.0,2.982905982905983,0.1123746176507513,5.747218390804597,202.5386927255185,10.609079792477814,-0.3896604938271606,7.292566988505747,0.1218996736943548,0.9092068489110288,-0.05747733569129391,-0.08433734939759042,-0.03748326639892908,0.878484798182657,0.19001991384646116,0.013181254385671921,0.07755984676518599,3.634538152610441,5.802180327868852,0.12134558470793323,-0.06142564685435239,0.9185306565627763,-0.3896604938271606,7.313112163934427,-0.3896604938271606,6.12,0.869384987205587,5.790810809189422,42.008192348727334,5.775114457831324,0.0,-0.3826905178946279,0.04463252043377776,0.37435115919461504,0.3374559061186989,12.263210640074686,0.011978028599776236,16.83132530120482,-0.04330858128761252,2.8418460559797136
Result3950441,CN(Cn1ncnn1)CP(c1cc[nH]n1)C(Nc1ccccc1)c1ccccc1,37.35,94.3777,0.1017,O=C([O-])C.[K+],CC(N(C)C)=O,"37.3502, 1.2352",0.6971767885426821,0.1453627869996672,0.6819085487077534,0.1574807960088896,3,1.4760842589662049,3.4490740740740735,0.09259259259259278,37.3502,1.2352,6.6686911888991425,3.361525704809287,0.096870809366578,6.028487951807229,199.85846517801838,10.751805003396704,-0.7201016208952711,7.544091144578311,0.12070731387053012,0.711420053749492,-0.07376916138528948,-0.16590001079797,-0.08117075232459847,0.7131910674967735,0.2970580013778089,-0.09311489912003854,0.23355247298169637,3.6825396825396823,6.26098021978022,0.11892101195477835,-0.06931008913044052,0.8836291286328156,-0.7201016208952711,7.7177567692307685,-0.7201016208952711,6.544789090909091,0.7009590788572435,7.9413637197507185,-66.68306669588718,6.158395714285713,18.650305397138006,-0.3703689021199577,0.03150676648288979,0.3410315533076622,0.38261121162689304,30.462311845459514,0.01604783540308227,19.97142857142857,-0.1644378113606293,0.5130066093693857
Result3950471,CC(C)Nc1ccc(P(c2ccccc2)c2ccccc2)cc1,36.419,119.6040,0.1435,O=C([O-])C.[K+],CC(N(C)C)=O,"36.4189, 0.4613",0.6971767885426821,0.1453627869996672,0.6819085487077534,0.1574807960088896,3,1.4760842589662049,3.4490740740740735,0.09259259259259278,36.4189,0.4613,0.0,2.8369678089304258,0.12944506950402718,5.542975999999999,212.64162217890697,21.23040829272305,-0.5064895649617873,7.142532848,0.11523861171366599,1.157335245339485,-0.1300107793102431,-0.12781954887218053,-0.0647619047619048,1.2049678608799637,0.2248892177291057,0.1264103957741889,0.1721247211270341,3.068783068783069,5.771076923076923,0.11460290203737374,-0.071761437404185,1.0071152870396016,-0.5064895649617873,7.2950198974358935,-0.5064895649617873,6.102244680851066,1.0837054101108137,6.073380548139297,-30.623502514860547,5.829058095238093,5.316788604006331,-0.3259846876537299,0.04833684909528595,0.37394285051262843,0.3434979967855118,0.0,0.018914353015444085,16.63809523809524,0.022240410976941436,3.541163718534345
Result3950446,CC(C)(C)O[BH-](O)OP(c1ccccc1)c1ccccc1Oc1ccccc1,34.071,90.5776,0.1066,O=C([O-])C.[Cs+],CCCC#N,"34.0710, 0.3099",0.056742661225519415,0.1265444360281399,0.07445192098979814,0.15437109729761034,1,1.3691437802907915,0.0,0.0,34.071,0.3099,11.49902366656781,4.09347442680776,-0.13790283839985992,6.046221374045802,216.65999401249874,15.345942746277863,-1.323227565717645,7.6149449007633585,0.1212414637333315,1.1918256499157553,-0.08342865133734315,0.0488512935976817,0.02827775129577446,1.2935858678758756,0.23813243627892994,-0.0034398706913335987,0.2089685555883975,4.661016949152542,6.19338021978022,0.12332189254290761,-0.049218105833921895,0.9350329684112447,-1.323227565717645,7.708949131868129,-1.323227565717645,6.249270909090909,1.1530643660422548,6.9112766629148625,-54.69545420583752,6.394267796610168,0.0,-0.5793503240854272,-0.05686020290711506,0.34600188881581906,0.38100384199462134,105.70035055753445,0.026806382410275078,21.076271186440678,1.0786123095365996,-0.7493812705427233
Result3950468,C#CC(=C)P(c1ccccc1)c1cnc([Si](C)(C)C)o1,32.889,90.5996,0.1378,O=C([O-])C.[K+],CC(N(C)C)=O,"32.8889, 1.3479",0.6971767885426821,0.1453627869996672,0.6819085487077534,0.1574807960088896,3,1.4760842589662049,3.4490740740740735,0.09259259259259278,32.8889,1.3479,8.073872300533118,3.0783522796724117,0.1531853154505916,5.593151898734177,217.3685736416881,16.319873795671633,-0.8760185185185185,7.223201822784807,0.17848445781406685,1.1136279278705916,0.05492843701719152,-0.18428270042194092,-0.12251481468494688,1.121279350819353,0.34829037139934305,-0.2644911741731084,0.3824483084043702,3.445850914205344,5.576840625000003,0.17877663471084354,-0.07765965288302623,1.3123420618244552,-0.8760185185185185,7.142072999999998,-0.8760185185185185,6.0304230769230776,1.051474332173781,4.46242024044387,-49.11634349030472,6.037784810126584,0.0,-0.5180280082720268,0.13308352376026505,0.5354334485722225,0.3926034335786111,24.395944776997908,0.032767167207753425,20.240506329113924,-0.05969157523786367,10.183309040685556
Result3950442,C(=CP(c1ccccc1)c1ccccc1)CN1CCN=C1Pc1ccccc1,31.227,113.0155,0.1098,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"31.2271, 2.4413",0.6971767885426821,0.1453627869996672,0.6819085487077534,0.1574807960088896,2,1.0624999999999998,0.0,0.0,31.2271,2.4413,5.576708190299181,2.8015194681861346,0.04167385326130307,5.6875296875000005,193.2645090739406,15.913619688716722,-0.47832633532389046,7.258824570312501,0.06796164008219992,0.9559687682752983,-0.1739210675996196,-0.07999679049987962,-0.036566580272873975,0.9678353271276835,0.3559835664766879,0.04764838230495598,0.08871866663144821,2.9724517906336083,5.878838461538463,0.06896015723741193,0.005013692728414857,0.927780272414309,-0.47832633532389046,7.392166615384614,-0.47832633532389046,6.128781818181817,0.8994654886327655,7.439991978054905,-10.408284023668637,5.81282644628099,19.634269217737724,-0.42459963414546265,0.019045639260214353,0.38663763808573887,0.3397672468231987,0.0,0.01282978845738351,16.702479338842974,-0.017529956523934267,1.6562589258437754
Result3950470,CC(O)COc1ccccc1P(C)C(C)c1noc(C(C)O)n1,30.644,97.0332,0.1484,O=C([O-])C(C)(C)C.[K+],CC1=CC=C(C)C=C1,"30.6443, 1.5816",0.5051641116163132,0.1428941881283608,0.476153268219384,0.1556534312908589,2,1.0624999999999998,0.0,0.0,30.6443,1.5816,18.460360185545127,2.654434250764526,0.1300960591005384,6.005563636363638,173.01885688729553,10.041402850038956,-0.6439899848828421,7.600444036363635,0.09255143373865769,0.8445219385162223,-0.1884464131040286,-0.23728801228091878,-0.14140840429406357,0.8768464051745615,0.3897296528951179,-0.04693619108576279,0.38924607956737184,2.6636085626911314,6.148986419753085,0.09321276908806511,-0.18338698703394962,1.416483377184113,-0.6439899848828421,7.702822666666666,-0.6439899848828421,6.495810638297873,0.8304820413288764,4.390621513762818,-106.7340428014656,6.138178899082568,13.271707568745454,-0.5211045342678486,0.046001900733108815,0.39161555287671984,0.415189638280536,31.189205473537065,0.029976476385120406,15.990825688073395,-0.24762854642413143,1.320157039264535
Result3950433,COc1ccccc1P(CO)C(C)C(C)O,30.526,90.1623,0.0957,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"30.5260, 1.7405",0.6971767885426821,0.1453627869996672,0.6819085487077534,0.1574807960088896,2,1.0624999999999998,0.0,0.0,30.526,1.7405,5.749511833283905,2.3058676654182273,0.17568693162620225,5.8850000000000025,136.63620227899057,10.041402850038956,-0.8002829218106993,7.55901475,0.09050445103857563,0.997386354644722,-0.15266425225983868,-0.190112130479103,-0.10149659863945577,0.9996690732742317,0.10703808753134778,-0.038015292175224924,0.17057043388404333,1.9333333333333333,5.9334333333333324,0.09225557542842178,-0.003468675498023119,1.0475816897431154,-0.8002829218106993,7.555953766666667,-0.8002829218106993,6.3105714285714285,0.9854982325950189,2.867610748246303,-17.86913580246914,6.002463809523809,13.457767910332363,-0.5286204431244119,0.07092779522285717,0.4310177245564961,0.36409621351184535,31.189205473537065,0.02422641857764605,12.266666666666667,-0.1167310126780788,2.6149729867424667
Result3950473,PC=CP(c1ccccc1)c1ccccc1,30.131,113.4293,0.0718,O=C([O-])C.[K+],CC(N(C)C)=O,"30.1307, 0.5919",0.6971767885426821,0.1453627869996672,0.6819085487077534,0.1574807960088896,3,1.4760842589662049,3.4490740740740735,0.09259259259259278,30.1307,0.5919,0.0,2.7,-0.06182523308631569,5.416294117647061,209.35258714695755,10.609079792477814,-0.35236625514403297,7.061720941176472,-0.05642102687492353,1.1254525223200624,-0.2204342888812375,-0.32551319648093857,-0.14322580645161292,1.1341862721319431,0.11785113019775792,0.001509901698714663,0.05305353776029689,2.4838709677419355,5.636541666666666,-0.05355669366508053,-0.02234874355836491,1.0447911282892512,-0.35236625514403297,7.190089000000004,-0.35236625514403297,5.929887096774195,1.0095127773752888,4.11928551138616,-31.053058984910837,5.713774193548385,0.0,-0.3179904701991297,-0.037828843257691515,0.42770223494827103,0.3265269131102088,0.0,0.01069991638753533,18.806451612903224,-0.03945513641726135,1.0918359334448928
Result3950449,c1ccc(P(CP(c2ccccc2)C2CCCCC2)c2ccccc2)cc1,29.035,101.9970,0.1328,O=C([O-])C.[K+],CCCC#N,"29.0345, 0.9046",0.6971767885426821,0.1453627869996672,0.6819085487077534,0.1574807960088896,1,1.3691437802907915,0.0,0.0,29.0345,0.9046,0.0,1.7472035794183445,0.15119754113736478,5.513854748603352,192.98718655712193,15.913619688716722,-0.3098624758545394,7.117036648044693,0.15171523258846506,1.2776459951586099,-0.05389344748242286,-0.02223208123829246,-0.010186335403726725,1.2855935915889602,0.23570226039551584,0.007497327267502604,0.07578710419254438,2.231193926846101,5.594545098039217,0.1516692809900996,-0.12192557033589749,0.9489424244360667,-0.4415957000083979,7.164826205882351,-0.13173322415385846,5.9766724137931035,1.1679771039112583,5.463467541070549,53.801730435669846,5.5749440993788815,5.902998432009833,-0.31919282197792076,0.06939044258332779,0.4410990611196309,0.3307144527632393,0.0,0.012681382385227124,17.285714285714285,-0.04485675463105893,4.89908616271772
