Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS2pe,base_GATS3Z,base_GATS1se,base_GATS3m,solvent_GATS4se,solvent_VSA_EState9,solvent_NsCH3,solvent_SdssC,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3949389,Fc1ccccc1P(c1ccccc1F)C1CCCC1,51.183,105.8286,0.0807,O=C([O-])C.[K+],CC(N(C)C)=O,"51.1831, 1.1271",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.4760842589662049,3.4490740740740735,3,0.09259259259259278,51.1831,1.1271,11.63444168209179,4.140151515151515,0.1407769207695951,6.297631578947369,219.89961323231185,10.609079792477814,-0.9436728395061731,7.780662596491228,0.09985275170255843,0.4984298523301081,-0.2633270726088229,-0.4170487948265727,-0.23030598165733301,0.4756298589699782,0.35911675639654195,-0.09940418816765483,0.16044412459498883,4.266666666666667,5.910028985507248,0.09756730696460007,0.0659145036452912,0.9464637141680272,-0.9436728395061731,7.414140347826086,-0.9436728395061731,6.229846153846154,0.5063701089810626,4.2796656475739745,-76.04346689031372,6.379133333333333,0.0,-0.30441898257675065,0.0582901393983766,0.3847908658207983,0.3752459218683046,24.26546827384644,0.02006783072719993,19.711111111111112,-0.05320151132965548,4.063898721452351
Result3949387,c1ccc(C2=NC(c3ccccc3)C(P(c3ccccc3)C3CCCC3)N2)cc1,50.779,101.0111,0.0752,O=C([O-])C(C)(C)C.[Cs+],CC1=CC=C(C)C=C1,"50.7790, 1.4489",0.15285281509040824,0.06442562223749324,0.1243972321309733,0.05199823768686698,1.0624999999999998,0.0,2,0.0,50.779,1.4489,11.87746061490523,3.260015117157974,0.12006143631251236,5.695928205128205,201.13821694689682,10.621328500245237,-0.3636363588645335,7.274119189743588,0.11798660362490164,0.9937790936473163,-0.002859214133807982,-0.12337849192555168,-0.06290886753474399,1.0146154994515615,0.5905116552001478,-0.1318130326258242,0.17075333060300182,3.2249488752556235,5.844868867924526,0.11749681660698745,0.04114713215650963,1.0229737899640814,-0.3636363588645335,7.350565584905658,-0.3636363588645335,6.156241666666667,0.9511194845258023,6.668187497213869,-34.125535399344926,5.974450920245399,0.0,-0.3752353675982382,0.041473960576422594,0.36851667909847297,0.36074963153541395,0.0,0.015352899200232351,17.69325153374233,-0.011603176997640961,3.9539945540660955
Result3949383,CC([NH3+])C(C)(C)P(c1ccccc1)C(C)(C)C,48.401,93.1046,0.1429,O=C([O-])C(C)(C)C.[Cs+],CC(N(C)C)=O,"48.4011, 0.9513",0.15285281509040824,0.06442562223749324,0.1243972321309733,0.05199823768686698,1.4760842589662049,3.4490740740740735,3,0.09259259259259278,48.4011,0.9513,0.0,0.8143459915611816,0.18405618553725828,5.310068965517242,136.61291544479465,11.038207373401093,-0.24202674897119336,7.0267042758620715,0.1111236781089182,1.732777954815588,-0.08982415864930796,-0.1190579699982703,-0.07693260354743604,1.820563267875177,0.05892556509887896,-0.2627083285567043,0.32610811674632806,0.5263157894736842,5.511654320987652,0.11039142669071068,0.14292808707338672,1.3253690320380995,-0.24202674897119336,7.131946567901236,-0.24202674897119336,5.994136363636366,1.6313275344834952,2.0287707118182405,-72.68470054076114,5.596055555555554,0.0,-0.3138818198562932,0.06832167167871893,0.4627364973674608,0.7036102549772487,0.0,0.048803394467549804,9.32748538011696,0.40927505231937605,3.575578388738172
Result3949390,ON=C(P)P(c1ccccc1)c1cccc2ccccc12,44.844,109.7934,0.0626,O=C([O-])C.[K+],CCCCOC(C)=O,"44.8443, 1.1770",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.0555555555555556,0.0,2,-0.18199074074074065,44.8443,1.177,5.193861811854527,4.182926829268292,-0.004314228330697407,5.851520833333335,222.61301992482672,10.609079792477814,-0.8490226337448559,7.436762541666667,-0.07192601895193515,0.7089909909464083,-0.16363118277404626,-0.2659599828361648,-0.14508773755028434,0.6593169025064595,0.30147240756108373,0.013937955481918207,0.12385787379983858,4.134831460674158,5.840440677966102,-0.06847036198304589,-0.06891108814486446,1.029005460082363,-0.8490226337448559,7.3480898474576275,-0.8490226337448559,6.200371052631579,0.7108472873634449,5.844099364052392,-3.754039018442305,5.967471910112359,0.0,-0.3517177023519861,-0.002333468178239673,0.37104974734143936,0.3609257620957368,30.33183534230805,0.017302467242057883,22.55056179775281,-0.09179573452567408,2.920646345344501
Result3949388,CC(C)n1c(CP(C(C)(C)C)C(C)(C)C)nc2ccccc21,43.833,90.7484,0.1460,O=C([O-])C.[Cs+],CCCC#N,"43.8328, 1.3847",0.15437109729761034,0.07445192098979814,0.1265444360281399,0.056742661225519415,1.3691437802907915,0.0,1,0.0,43.8328,1.3847,5.824404497999927,1.2560386473429954,0.08479748442097255,5.443414634146343,138.9012241442539,0.0,-0.18019001427731585,7.1494319414634155,0.13550004042363967,1.0747191688029827,0.3141310813914689,0.08823979368825947,0.06182125809131173,1.0491568609698843,0.522478540006164,-0.22106910326886267,0.5582415154147428,0.9970131421744324,5.666929000000001,0.13301046114602658,-0.1974811782713065,1.1502599165392147,-0.18019001427731585,7.250340379999999,-0.18019001427731585,6.054833333333334,1.0661513297931928,2.5991350564704305,-53.34929173863551,5.686540322580646,0.0,-0.4460963339132318,0.029425729514061253,0.4251545375417225,0.381154591603331,0.0,0.04869725812216847,11.241935483870968,0.10038567872671039,0.2712551205509364
Result3949381,CSc1nnnn1-c1ccc(P(c2ccccc2)C2CCCS2)cc1,43.719,94.3861,0.1207,O=C([O-])C.[Cs+],CC(N(C)C)=O,"43.7185, 0.6908",0.15437109729761034,0.07445192098979814,0.1265444360281399,0.056742661225519415,1.4760842589662049,3.4490740740740735,3,0.09259259259259278,43.7185,0.6908,0.0,3.433221099887767,0.12504719179938506,5.665026890756303,214.8314772001742,10.609079792477814,-0.33630817364668797,7.2883916806722695,0.0967957141994461,0.526376849732715,-0.2694314540135632,-0.25310983210885096,-0.1332225820862185,0.46252476820809435,0.4790465554594941,-0.12146358117032001,0.3480530035725407,2.790790790790791,5.93609625,0.10139559496553802,-0.1316161582680945,1.1032953644261914,-0.33630817364668797,7.519925862499997,-0.33630817364668797,6.344208510638299,0.5515226669732006,5.046524043098746,-105.83320579532699,6.042874774774774,12.008622790258194,-0.3562300015218553,0.05906159260519025,0.4263430871100859,0.3710366546711725,6.255769183511404,0.015748356776695494,21.045045045045047,0.03108779997796316,3.073819933397197
Result3949391,CC=CC(C)(c1ccccc1)c1csc(P(c2ccccc2)C(C)(O)Cc2ccccc2C)n1,40.801,100.6579,0.1459,O=C([O-])C.[Cs+],CCCC#N,"40.8013, 0.6584",0.15437109729761034,0.07445192098979814,0.1265444360281399,0.056742661225519415,1.3691437802907915,0.0,1,0.0,40.8013,0.6584,4.748712101394678,2.9066193853427897,0.12448730350543397,5.674082949308757,190.8562330829685,10.053251997633584,-1.0958312745537169,7.319185253456221,0.09316770186335405,0.9589409591603689,-0.0798563240145378,-0.03892707506093051,-0.02462879221026733,0.9322808537027559,0.4941535142865048,-0.09192804428031483,0.26421977040791994,2.580188679245283,5.802473504273505,0.0944703081629299,0.09068652602228965,1.1583827420470683,-1.0958312745537169,7.350127752136752,-1.0958312745537169,6.148376811594202,0.9359428080072486,7.849758829558034,-33.86145404663924,5.915068396226414,0.0,-0.36072864258842985,0.046553395946394585,0.37423294370315585,0.36484182232762247,31.189205473537065,0.026761562703630642,18.7311320754717,-0.017920759955624505,3.681673647780848
Result3949377,c1ccc(CCP(c2ccccc2)c2ccccc2)cc1,35.37,97.4230,0.1205,O=C([O-])C(C)(C)C.[K+],CCCCOC(C)=O,"35.3699, 0.4906",0.1556534312908589,0.476153268219384,0.1428941881283608,0.5051641116163132,1.0555555555555556,0.0,2,-0.18199074074074065,35.3699,0.4906,0.0,2.0507246376811596,0.12421134582663894,5.500529411764707,183.52227288886778,10.609079792477814,-0.27455488368186787,7.109864058823528,0.12304474471006399,1.1066222537334067,0.03496319302795208,0.009543385699603583,0.004145408163265306,1.1127732070140448,0.19001991384646116,-0.06624337016403885,0.06589094202700058,2.421768707482993,5.6883188405797105,0.12221946675901577,-0.01613652056631326,1.09759183088212,-0.27455488368186787,7.220474985507248,-0.27455488368186787,6.0331785714285715,1.0264869379225383,5.705049164867748,22.624135802469134,5.631974489795918,6.161910027467921,-0.3195037988742846,0.04860580525805023,0.38590992533532764,0.3276414636652967,0.0,0.011407646285501092,14.612244897959183,-0.040159507465220366,3.6427064706695527
Result3949386,NC(c1ccccc1)c1cc(N[CH-]c2ccccc2)ccc1CP(Oc1ccccc1)c1ccccc1,35.172,97.5765,0.1413,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"35.1721, 0.6765",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.0624999999999998,0.0,2,0.0,35.1721,0.6765,13.898034721971701,3.4294478527607364,0.05052472305929225,5.829767391304346,198.42266823677483,20.87874313911924,-0.9556442010733937,7.3747085978260865,0.11658657385211833,1.132970218488671,0.0007744357479391499,0.01942485279789894,0.009502556637154394,1.1438550517933588,0.39769745242602134,-0.1250043552621679,0.09878553303986266,3.708010335917313,5.956321739130436,0.11328650674174136,-0.05972126163101694,1.0975329190837984,-0.9556442010733937,7.437193182608694,-0.9556442010733937,6.2443605633802814,1.0517165915562696,10.641575363503339,35.29483593640421,5.922614534883721,5.316788604006331,-0.5043443564046219,0.01649614339109504,0.33576477241361485,0.3685015502276924,79.3411612274519,0.01581245220271895,17.726744186046513,0.0885788383635668,3.7619462083702757
Result3949379,c1cc(P(c2ccoc2)c2cnc[nH]2)ncn1,26.797,106.6117,0.0841,O=C([O-])C.[K+],CC(N(C)C)=O,"26.7970, 1.3554",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.4760842589662049,3.4490740740740735,3,0.09259259259259278,26.797,1.3554,6.3273200747645415,7.080378250591018,0.08150375396998455,6.284531666666668,222.28717611520187,16.174572695019656,-0.7348302469135801,7.8105648000000025,0.08810572687224669,0.8998876041269445,-0.19980863598362741,-0.346035434214348,-0.16022054868208715,0.957764580215768,0.25137565482875424,-0.10774307637149783,0.010300438356310745,6.636363636363637,6.510981395348838,0.09099819123779626,0.21848026961448647,0.6755012804787563,-0.7348302469135801,7.953068279069768,-0.7348302469135801,6.674875000000002,0.839263035316247,5.225219036818779,-29.870187741982612,6.65844181818182,0.0,-0.5356617461471579,0.03428694340857663,0.33465838350880844,0.3930475686893843,18.3295777085363,0.013101401152348062,22.70909090909091,-0.0640251780478902,0.29722093096287033
