Folder Name,Smiles,Fitness,ATSC5v,AATSC5Z,MATS8se,Reagent1_(ul),Reagent2_(ul),Reagent3_(ul),Reagent4_(ul),lab_code,crystal_size,crystal_size_Std
Result3951239,COc1ccc2cc(O)ccc2c1,0.9983,84.87539660101274,0.975,0.013131094241114234,25.4180,98.4470,70.5722,130.9067,0.7590863639267513,0.9983,0.057
Result3951247,COc1ccc2c(c1)c(C1CCOCC1(Cl)Cl)nn2C,0.9968,-259.3148594772314,-0.1564743037611255,0.0039353612173494605,26.9764,76.1776,183.8336,97.3201,0.8329371211237029,0.9968,0.0572
Result3951232,COc1ccccc1Oc1cc(COc2c(C)ncnc2C)ccc1C,0.9939,-66.89776730274951,-1.1927083333333333,0.21145735050173384,167.2176,154.3190,79.2155,150.7641,0.8878573003070181,0.9939,0.0651
Result3951245,COc1cc(C)nn1-c1cccc(C2CCC(C)O2)n1,0.9906,42.766996685152264,-0.5425330513375,-0.11372223703572035,7.2553,26.5397,136.7440,33.4008,0.9705657894654451,0.9906,0.0571
Result3951243,CCC(=O)N1C=CCC(C)C1,0.9815,-519.9615464075666,-1.1984938138784296,0.2658351444319991,122.4166,139.6089,171.2294,158.0079,0.9456344449196277,0.9815,0.0434
Result3951249,COc1ccc2c(=O)c(C(=O)N3CC4CN(C(=O)c5cc[nH]c5)CC3CC4N)coc2c1,0.96,738.5836572744604,0.7166661250487454,0.056253221790205664,34.4984,146.5374,146.3604,88.0874,0.8077699030539484,0.96,0.0367
Result3951241,CCOC(=O)C(=O)N1C(C)C=CN2C=C(C)C(=O)NC21N1CCCCC(=O)C1,0.9575,-71.70827391790765,-0.2546918944601541,-0.018047106596794697,152.9705,155.5028,26.0288,81.7402,0.7656287141098893,0.9575,0.0396
Result3951244,Cc1cc(N)n(-c2cc(Cl)ccc2C(C)C2CCCS2(=O)=O)n1,0.9571,-446.3830146052334,-0.23554188704842746,0.2504404527299342,59.0608,68.7358,114.6524,89.3535,0.8038183736899249,0.9571,0.0474
Result3951233,CC(C)C(C)C1C[N+](C2CC[NH2+]2)(C23[NH2+]CCCC2CCC[NH2+]3)C1,0.9486,-651.4785626584963,-0.3724417930234484,-0.12437124223432801,112.7953,105.6680,115.8380,4.1079,0.9362592363666603,0.9486,0.0755
Result3951237,Cc1ccc2c(O)cc(-c3cocc3-c3cncc(-c4nc([N-]c5c(C)[nH]c6ccccc56)[nH]c4C)c3)cc2c1C,0.9465,-385.2907136719796,-0.028094256827715977,-0.017786373919900084,113.4264,144.9177,85.0426,1.7092,0.8385390741172523,0.9465,0.0529
