Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS2pe,base_GATS3Z,base_GATS3m,base_GATS1se,solvent_SdssC,solvent_NsCH3,solvent_GATS4se,solvent_VSA_EState9,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3950622,CCc1cccc(P(c2ccccc2)c2ccccc2)c1,80.089,114.2175,0.0592,O=C([O-])C.[K+],CC(N(C)C)=O,"80.0894, 3.1510",0.1574807960088896,0.6819085487077534,0.6971767885426821,0.1453627869996672,0.09259259259259278,3,1.4760842589662049,3.4490740740740735,80.0894,3.151,0.0,3.1012345679012343,0.12421134582663891,5.577555555555553,214.7113389120495,15.913619688716722,-0.4679115226337449,7.155635777777778,0.12304474471006399,1.1066222537334067,-0.1516656341038481,-0.19623655913978494,-0.09505208333333333,1.1127732070140448,0.2248892177291057,0.020027021711260893,0.12623773226932625,3.3287037037037037,5.6921739130434785,0.12221946675901581,-0.16614174687603375,1.080421254188607,-0.4679115226337449,7.2231956521739145,-0.4679115226337449,6.0331785714285715,1.0264869379225383,5.704096180161667,4.698888888888882,5.771010416666665,0.0,-0.327554932881673,0.048605805258050215,0.3789502505052812,0.3357985883285891,0.0,0.013851055571989597,16.979166666666668,-0.037324852340400776,3.6427064706695527
Result3950637,C(=Cc1cccc(P(c2ccccc2)c2ccccc2)c1)c1ccccc1,80.069,119.9624,0.1317,O=C([O-])C.[K+],CCCC#N,"80.0692, 2.7368",0.1574807960088896,0.6819085487077534,0.6971767885426821,0.1453627869996672,0.0,1,1.3691437802907915,0.0,80.0692,2.7368,0.0,3.441358024691358,0.11030559581896911,5.638587301587301,226.29553483466594,15.913619688716722,-0.561062061999011,7.191594777777778,0.10912190963341857,1.0011556677073858,-0.11279637091716806,-0.13705118411000763,-0.06370738636363636,1.0065841834888933,0.2970580013778089,-0.05172373733296992,0.029331634308318366,3.924242424242424,5.779629629629629,0.10833738732115752,-0.07724838831273141,1.0197023058010497,-0.561062061999011,7.2742557037037034,-0.561062061999011,6.0809999999999995,0.93225255719802,8.092864453865605,4.669410150891636,5.823740909090908,0.0,-0.32748848936009434,0.03991787972881952,0.34921875982958556,0.34592668391156833,6.06636706846161,0.013304965807656973,17.90909090909091,-0.049030390792678825,3.4520493297612824
Result3950650,CC(C)P(C(N)=S)C(C)N=Cc1cnccn1,78.795,94.7435,0.1067,O=C([O-])C(C)(C)C.[Cs+],CC(N(C)C)=O,"78.7954, 3.0189",0.15285281509040824,0.06442562223749324,0.05199823768686698,0.1243972321309733,0.09259259259259278,3,1.4760842589662049,3.4490740740740735,78.7954,3.0189,0.0,1.8383838383838382,0.10260954818220111,5.434522077922078,136.3442888383001,5.733667477162185,-0.5729670047031159,7.146251506493506,0.06427556818181814,1.0275599420168726,0.33893297037322484,0.24821373097235166,0.13505747126436782,1.0176645818594812,0.07216878364870322,-0.025208624326894066,0.29267300799558843,1.108556832694764,5.8697298245614045,0.06792099798768139,-0.059434293223407195,1.1210046673756346,-0.5729670047031159,7.458230087719299,-0.5729670047031159,6.298161764705882,0.9835481636879546,3.120417904321487,-24.658037506941767,5.875863218390805,0.0,-0.39331614593814523,0.0485803967560554,0.42814099756477253,0.37052307778301047,6.923737199690624,0.028262885562912704,13.080459770114942,-0.05968586381700358,0.4177713716679646
Result3950618,C1=CSC(=CP(c2ccccc2)c2ccccc2)S1,77.972,113.7718,0.0586,O=C([O-])C.[K+],CC(N(C)C)=O,"77.9724, 0.9047",0.1574807960088896,0.6819085487077534,0.6971767885426821,0.1453627869996672,0.09259259259259278,3,1.4760842589662049,3.4490740740740735,77.9724,0.9047,0.0,2.989247311827957,0.0995279278069669,5.6661666666666655,243.96289187612803,10.609079792477814,-0.40560699588477367,7.351134555555556,0.07536277110313622,1.0741283449226862,-0.13583237738804158,-0.13711630342299888,-0.06199692234848485,0.8463522547648575,0.17677669529663687,-0.06162543578873904,-0.12801249936627468,3.4242424242424243,5.738143396226416,0.08171604205144808,-0.26273176328386355,1.1219932617723107,-0.40560699588477367,7.348995528301886,-0.40560699588477367,6.08925,0.9151100974105586,4.391056074924765,7.052854938271606,5.833242424242424,0.0,-0.3173775536791816,0.05482742262060436,0.43802721726095734,0.33509175489174203,23.52376989878223,0.012608451157659196,25.78787878787879,-0.026764105166199474,4.531529907695223
Result3950645,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2)cc1,75.632,92.1026,0.0597,O=C([O-])C.[K+],CC(N(C)C)=O,"75.6319, 3.2361",0.1574807960088896,0.6819085487077534,0.6971767885426821,0.1453627869996672,0.09259259259259278,3,1.4760842589662049,3.4490740740740735,75.6319,3.2361,0.0,3.5567632850241546,0.1162567373994897,5.60725,225.5742383826731,15.913619688716722,-0.5191948013773413,7.172792134615387,0.1158417369829184,1.0009549788394492,-0.0912332002531578,-0.10792746251963892,-0.05389627659574469,1.0071629538009867,0.3712110153263728,-0.0295701007043314,0.037606932684212106,3.790780141843972,5.784782608695652,0.1154232760096856,-0.05572882477110437,1.0654483007511437,-0.5191948013773413,7.2769795942029,-0.5191948013773413,6.085604651162791,0.9211047231982382,6.9281418697566295,-7.924197530864204,5.816893617021274,0.0,-0.3513056622656094,0.044336542016338416,0.3518927894499208,0.3579083688825045,0.0,0.01488684019135358,18.340425531914892,-0.04094311542259414,3.876526568445985
Result3950624,CP(C)CP(c1ccccc1)C(P)(c1ccccc1)c1ccccc1,74.2,112.6399,0.0617,O=C([O-])C.[K+],CC(N(C)C)=O,"74.1996, 0.2446",0.1574807960088896,0.6819085487077534,0.6971767885426821,0.1453627869996672,0.09259259259259278,3,1.4760842589662049,3.4490740740740735,74.1996,0.2446,0.0,2.0992798353909468,0.0288085259418927,5.466124999999999,218.33403394547116,5.304539896238907,-0.4014917695473248,7.0891853125,0.03346322277556745,1.2802563426822222,-0.23024774555024485,-0.2850781825661241,-0.16067006369426753,1.2891452395635035,0.1609876377148447,-0.02918940296668897,0.30637703493656865,2.2420382165605095,5.525025287356322,0.035762450760022456,-0.10864507435587867,1.0238111466688347,-0.3944848093558402,7.120267701149424,0.0070069601914846125,5.9193750000000005,1.1555774931412477,4.777996181688825,-42.42603456790122,5.651547770700637,19.232649640474904,-0.3218126312143195,0.016888982615855745,0.48223574692422105,0.3374042031634973,0.0,0.02208671852660668,21.29299363057325,-0.04749538500904439,3.0416048718151805
Result3950633,C(=Cc1ccccc1)CP(c1ccccc1)c1ccccc1,73.763,113.2623,0.0878,O=C([O-])C.[K+],CCCCOC(C)=O,"73.7628, 1.9706",0.1574807960088896,0.6819085487077534,0.6971767885426821,0.1453627869996672,-0.18199074074074065,2,1.0555555555555556,0.0,73.7628,1.9706,0.0,2.3617283950617285,0.11943223852228131,5.494224489795917,190.35685043240713,10.609079792477814,-0.333937442260855,7.106663428571428,0.11818181818181822,1.0827060388572907,-0.01792586410934893,-0.010827567616138022,-0.004624743336339738,1.0887949260042282,0.19001991384646116,-0.05697218963328572,0.04587728974613232,2.5412186379928317,5.7087536231884055,0.1173219146500727,0.07846958891539904,1.0644599593150816,-0.333937442260855,7.232388782608697,-0.333937442260855,6.044093023255814,1.0038411911072573,6.179774779682285,-2.7414384441947384,5.683306451612902,6.161910027467921,-0.3193688603011403,0.04611521064013633,0.3771929854379697,0.3312699056561701,0.0,0.010889116908887407,15.096774193548388,-0.045741359805397494,3.416502811354901
Result3950625,FCP(c1ccc(F)cc1)c1ccc2ccccc2c1,72.509,97.1932,0.0600,O=C([O-])C(C)(C)C.[K+],CCCC#N,"72.5089, 2.9768",0.1556534312908589,0.476153268219384,0.5051641116163132,0.1428941881283608,0.0,1,1.3691437802907915,0.0,72.5089,2.9768,12.232900217862714,3.8435672514619887,0.12803502705138473,6.0200625,179.67569673118763,10.609079792477814,-1.0675898631057368,7.555226093750001,0.08627119486848003,0.4874039106433472,0.039423171596391186,0.06722689075630252,0.03778040141676505,0.4713634616177964,0.38480574089441705,-0.04533965195686346,0.056216191338475864,3.4184704184704184,6.074385964912281,0.08432489732959822,0.08296368402076461,0.9246512808174266,-1.0675898631057368,7.546750105263159,-1.0675898631057368,6.300685714285714,0.48822848954796144,5.553091485231803,-0.08966205262502225,6.054067532467532,6.415679376816819,-0.3509208645643637,0.05445814475306211,0.35833267767797977,0.3701141413758242,42.46456947923127,0.019851265844721456,17.753246753246753,-0.03538175442298111,3.5929112742419864
Result3950649,[c-]1ccc(P(c2ccccc2)c2ccccc2)cc1,69.185,101.8963,0.0752,O=C([O-])C.[K+],CC(N(C)C)=O,"69.1845, 2.7033",0.1574807960088896,0.6819085487077534,0.6971767885426821,0.1453627869996672,0.09259259259259278,3,1.4760842589662049,3.4490740740740735,69.1845,2.7033,0.0,3.7407407407407405,0.11894024339065115,5.614545454545455,233.71520270197462,15.913619688716722,-0.46598765432098777,7.1785320000000015,0.11882362543189054,1.050326139109461,-0.19726792808102675,-0.30670751723383305,-0.13913086640359368,1.0575289575289575,0.17677669529663687,-0.028965194150269713,-0.00777514969223459,4.108108108108108,5.748181818181818,0.118518113489421,-0.018647882318075203,0.9534042052697658,-0.46598765432098777,7.256030399999999,-0.46598765432098777,6.066814285714285,0.9558226282905692,5.721885917273355,-16.44911516965389,5.8879864864864855,0.0,-0.4651974996178141,0.04867878590110991,0.3616306238164925,0.32304942599786335,12.13273413692322,0.011722306294206161,18.0,0.03341054531254019,3.6058299627409256
Result3950646,[c-]1cccc(P(c2ccccc2)c2ccccc2)c1,66.298,106.0668,0.0968,O=C([O-])C.[K+],CCCC#N,"66.2975, 2.7180",0.1574807960088896,0.6819085487077534,0.6971767885426821,0.1453627869996672,0.0,1,1.3691437802907915,0.0,66.2975,2.718,0.0,3.9565217391304346,0.11894024339065112,5.617209302325582,238.4800926186825,15.913619688716722,-0.47723765432098775,7.179948279069768,0.11882362543189053,1.050326139109461,-0.1794984685063611,-0.30229419703103916,-0.13712886440159167,1.0575289575289575,0.17677669529663687,-0.028965194150269713,-0.007775149692234585,4.333333333333333,5.748181818181818,0.118518113489421,-0.09018099116877616,0.9759127997437954,-0.47723765432098775,7.256030399999999,-0.47723765432098775,6.066814285714285,0.9558226282905692,5.721885917273355,-8.746862565044383,5.895402777777777,0.0,-0.45724142489397784,0.0486787859011099,0.3616306238164926,0.31953730373951694,6.06636706846161,0.011722306294206161,18.52777777777778,0.033693207826138515,3.6058299627409247
