Folder Name,Smiles,Fitness,ATSC5v,AATSC5Z,MATS8se,Reagent1_(ul),Reagent2_(ul),Reagent3_(ul),Reagent4_(ul),lab_code,crystal_size,crystal_size_Std
Result3943737,Cc1ccncc1-c1ccncc1,1.3562,-85.45788956877334,-0.33833228313379543,-0.34870499052432175,337.8543,90.8136,83.1625,46.7541,0.9527239799499512,1.3562,0.0439
Result3943746,Cc1cccc(-c2nnc(C)o2)n1,1.339,-285.77596842821947,-0.7039551357733175,0.19841045875458335,331.0199,100.7340,33.9834,316.4559,0.939310610294342,1.339,0.05
Result3943743,Cc1cnc2c(C3CCOCC3)ncnc2c1C,1.3355,87.99850135567725,-0.48492578849721696,0.09706043039307546,202.5996,88.5623,62.0638,69.2915,0.6154624819755554,1.3355,0.0417
Result3943748,Cc1ccnc2c([N-]Cc3ccccn3)cccc12,1.2311,25.418603220895136,-0.4608637254498855,-0.06027490789605261,204.7025,90.8561,35.4601,79.1200,0.6373116374015808,1.2311,0.0734
Result3943736,Cc1ccncc1-c1ccncc1,1.211,-85.45788956877334,-0.33833228313379543,-0.34870499052432175,205.6439,96.1792,98.1343,76.7756,0.9926820397377014,1.211,0.0667
Result3943739,Cc1cccc(-c2nnc([NH-])o2)n1,1.1994,-222.98249476005876,-0.20519230769230778,-0.4326383341683986,278.0565,179.3915,103.9387,52.8445,0.6840418577194214,1.1994,0.0754
Result3943747,Cc1ccncc1-c1ccncc1,1.1982,-85.45788956877334,-0.33833228313379543,-0.34870499052432175,185.8065,91.9839,77.9351,83.6415,0.5981314778327942,1.1982,0.0668
Result3943735,Cc1ccncc1-c1ccncc1,1.1944,-85.45788956877334,-0.33833228313379543,-0.34870499052432175,132.2869,120.0779,101.1284,169.6589,0.7856631875038147,1.1944,0.0793
Result3943742,Cc1ccncc1-c1ccncc1,1.1538,-85.45788956877334,-0.33833228313379543,-0.34870499052432175,142.9141,184.5771,73.6912,47.2000,0.5801252126693726,1.1538,0.0678
Result3943740,Cc1ccncc1CSc1cccc(P)c1,1.1498,562.1844012320115,-1.6475095785440628,-0.18393653502729992,279.5923,110.3393,43.6949,25.9866,0.5696808695793152,1.1498,0.0684
